"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IMPDH1",5.34145706521715e-30,0.326907057786311,0.374,0.067,9.06552093108655e-26,"5","IMPDH1"
"NBN",5.62808796488274e-30,0.287296891406304,0.374,0.076,9.55199089399899e-26,"5","NBN"
"MID1IP1",6.18974773813989e-30,0.453252855828936,0.41,0.08,1.0505239861171e-25,"5","MID1IP1"
"PSMB9.2",6.6776057066101e-30,0.258003234812047,0.763,0.348,1.13332324052587e-25,"5","PSMB9"
"ACAT2",7.01785800306924e-30,0.363303564520479,0.331,0.042,1.19107086028091e-25,"5","ACAT2"
"ANAPC16",8.64702959933107e-30,0.319721776638706,0.813,0.386,1.46757386359847e-25,"5","ANAPC16"
"BST2.2",8.75258886565647e-30,-0.416431754541368,0.647,0.399,1.48548938227922e-25,"5","BST2"
"RSL1D1.1",8.99636538840525e-30,0.659824665046635,0.691,0.246,1.52686313372014e-25,"5","RSL1D1"
"TTC3",9.64614603162289e-30,-0.409554143032955,0.388,0.173,1.63714390448704e-25,"5","TTC3"
"CMTM6",1.00432489090793e-29,0.571307233442568,0.842,0.367,1.70454020484894e-25,"5","CMTM6"
"IER3.1",1.00814475849645e-29,-0.55761276528301,0.734,0.402,1.71102328412017e-25,"5","IER3"
"EIF4E",1.03823012971887e-29,-0.484621662961686,0.432,0.206,1.76208417615886e-25,"5","EIF4E"
"METAP2",1.18170169561343e-29,-0.282295106754416,0.432,0.201,2.00558411779512e-25,"5","METAP2"
"ZFP36L2.3",1.25207766950778e-29,-2.25689295763669,0.187,0.513,2.1250262206886e-25,"5","ZFP36L2"
"CD53.2",1.28782819454752e-29,-1.61132097345057,0.273,0.507,2.18570201178605e-25,"5","CD53"
"APOE.4",1.36151897749867e-29,-4.34264260518639,0.338,0.62,2.31077000861075e-25,"5","APOE"
"LRRFIP1.1",1.39895379052684e-29,-0.746247999674564,0.669,0.492,2.37430437328216e-25,"5","LRRFIP1"
"MRPL18",1.43700910597595e-29,-0.257306376597822,0.432,0.196,2.43889185466238e-25,"5","MRPL18"
"MINK1",1.45498135191551e-29,0.293152875200106,0.288,0.031,2.469394350471e-25,"5","MINK1"
"RAB10",1.53221776042449e-29,0.734192395343944,0.719,0.261,2.60047998299245e-25,"5","RAB10"
"TRIM38.1",1.56770722989387e-29,-0.33498045231036,0.367,0.157,2.66071271057588e-25,"5","TRIM38"
"PYCARD.3",1.67001605563309e-29,-2.01255479691569,0.115,0.474,2.83435124962048e-25,"5","PYCARD"
"WDR1",1.69722295529673e-29,0.694678937046711,0.691,0.234,2.88052679972962e-25,"5","WDR1"
"MOB1B",1.77720694527163e-29,0.382542354139277,0.36,0.066,3.01627562751502e-25,"5","MOB1B"
"HMGCS1",1.87968998911569e-29,0.299353191988878,0.309,0.041,3.19020984952715e-25,"5","HMGCS1"
"CHD3",1.98448239402559e-29,0.345197655247635,0.36,0.065,3.36806351914023e-25,"5","CHD3"
"DAZAP2",2.01922110540359e-29,-0.56898332313618,0.597,0.401,3.42702206009097e-25,"5","DAZAP2"
"RPAP3",2.08268569028705e-29,0.328823409536826,0.302,0.034,3.53473415355518e-25,"5","RPAP3"
"FCGR3A.5",2.11778012691066e-29,-2.51835393437578,0.007,0.401,3.59429643139277e-25,"5","FCGR3A"
"NAP1L1.3",2.16194400509887e-29,0.925026279542357,0.986,0.568,3.6692513654538e-25,"5","NAP1L1"
"XBP1",2.20510353108588e-29,-0.350570665778779,0.424,0.207,3.74250171295895e-25,"5","XBP1"
"ST13.1",2.28777950504668e-29,0.394356275904763,0.77,0.34,3.88281937596522e-25,"5","ST13"
"EMC7.1",2.34160151075869e-29,-0.263098616088536,0.396,0.178,3.97416608405965e-25,"5","EMC7"
"TIMM13",2.58102350777507e-29,-0.311452902506449,0.504,0.253,4.38051309739584e-25,"5","TIMM13"
"NFKBIE",2.73273447500756e-29,0.296969154780086,0.367,0.073,4.63799695098283e-25,"5","NFKBIE"
"SNRNP70.1",2.94239704323631e-29,-0.255000091585504,0.468,0.215,4.99383626178066e-25,"5","SNRNP70"
"ATF3",3.05301598933536e-29,-0.480120494740734,0.338,0.142,5.18157873709997e-25,"5","ATF3"
"HMGB1.2",3.18589438590938e-29,-0.656499748614992,0.885,0.696,5.4070999517654e-25,"5","HMGB1"
"CHD9.1",3.23293134363371e-29,-0.369192563099119,0.403,0.171,5.48693107641513e-25,"5","CHD9"
"SYNCRIP",3.44095777264359e-29,-0.507367625413747,0.353,0.176,5.8399935317307e-25,"5","SYNCRIP"
"TMED10.2",3.45153956615997e-29,-0.58864041579736,0.482,0.328,5.85795295168671e-25,"5","TMED10"
"CCNI.1",3.66425043277064e-29,0.524720853651008,0.849,0.42,6.21896583449832e-25,"5","CCNI"
"DUSP14",4.5260855255434e-29,0.280060964801239,0.252,0.015,7.68167235395226e-25,"5","DUSP14"
"SNX3.2",4.54233103524837e-29,-0.299692756422771,0.827,0.542,7.70924423302354e-25,"5","SNX3"
"SLC2A1",4.70616665537014e-29,0.300537426368293,0.317,0.048,7.9873060474942e-25,"5","SLC2A1"
"EIF3E.4",5.03483314867064e-29,0.461313287567917,0.914,0.489,8.5451188199238e-25,"5","EIF3E"
"NDUFS5",5.28104592728762e-29,-0.507254198587161,0.784,0.582,8.96299114779254e-25,"5","NDUFS5"
"YDJC",5.6811069279449e-29,0.284612846237218,0.353,0.067,9.64197467810808e-25,"5","YDJC"
"RNF126",5.8521758430682e-29,0.346108356110294,0.36,0.064,9.93231284085534e-25,"5","RNF126"
"ZNF296",5.88267835529194e-29,0.550168705766196,0.252,0.01,9.98408170460148e-25,"5","ZNF296"
"SELENOH.1",6.17469154371003e-29,-0.57616372786864,0.64,0.426,1.04796864879847e-24,"5","SELENOH"
"BLVRB.3",7.24230433051043e-29,-0.725557492127821,0.432,0.283,1.22916389097423e-24,"5","BLVRB"
"HSPA9.1",8.49535582645406e-29,-0.335511906363559,0.46,0.207,1.44183179086578e-24,"5","HSPA9"
"CLPS.2",8.65530930174438e-29,-0.926535771161969,0.388,0.154,1.46897909469206e-24,"5","CLPS"
"HMGN3.3",8.69768049233174e-29,0.897911084838832,0.878,0.401,1.47617033315854e-24,"5","HMGN3"
"GPNMB.5",9.48787588750722e-29,-3.07357494470672,0.007,0.409,1.61028229562772e-24,"5","GPNMB"
"CD86.2",9.58468076455719e-29,1.1160982754544,0.784,0.304,1.62671201936065e-24,"5","CD86"
"INPP5K",9.64026367632126e-29,0.292918438688535,0.288,0.029,1.63614555114524e-24,"5","INPP5K"
"C1orf56",9.90070016968768e-29,0.261863689477301,0.475,0.147,1.68034683279939e-24,"5","C1orf56"
"ROCK1.1",1.011933941864e-28,-0.256689746559352,0.54,0.271,1.71745428613158e-24,"5","ROCK1"
"GTF2H5",1.1438267404602e-28,-0.318130300566932,0.475,0.252,1.94130274390905e-24,"5","GTF2H5"
"LMNB1",1.20460430127471e-28,0.296020935508746,0.338,0.057,2.04445442012343e-24,"5","LMNB1"
"VPS35.1",1.22988623348255e-28,-0.254931467261888,0.504,0.243,2.08736291546659e-24,"5","VPS35"
"CACYBP.1",1.29460727310526e-28,0.580845499700699,0.619,0.2,2.19720746391425e-24,"5","CACYBP"
"PARK7.1",1.39291845186203e-28,0.871515269788668,0.914,0.453,2.36406119650024e-24,"5","PARK7"
"TMEM230.1",1.39544898965668e-28,0.336808560166707,0.705,0.297,2.36835602524532e-24,"5","TMEM230"
"USP12",1.44073503328109e-28,0.445653952201713,0.324,0.043,2.44521549848467e-24,"5","USP12"
"MAGEF1",1.45586090024489e-28,0.443064665950238,0.338,0.047,2.47088711989562e-24,"5","MAGEF1"
"LAMTOR1.1",1.50968424519769e-28,0.518989953188238,0.799,0.348,2.56223610094952e-24,"5","LAMTOR1"
"ALDOC",1.59632057814987e-28,0.376326147725142,0.266,0.019,2.70927528523597e-24,"5","ALDOC"
"SCPEP1.2",1.74858329893343e-28,-0.787587231492532,0.403,0.279,2.96769557494982e-24,"5","SCPEP1"
"RRAGC",1.90111830977755e-28,0.424689039407443,0.396,0.079,3.22657799535446e-24,"5","RRAGC"
"DRAP1",1.90816596367257e-28,-0.549320364400308,0.647,0.443,3.23853927354508e-24,"5","DRAP1"
"KYAT3",2.20807419361321e-28,0.340433835016496,0.324,0.043,3.74754352140034e-24,"5","KYAT3"
"MAP2K1",2.30489470216478e-28,-0.322252564712453,0.432,0.204,3.91186728851407e-24,"5","MAP2K1"
"NFKBIA.1",2.31027246057612e-28,-0.367368906159022,0.928,0.594,3.92099442008978e-24,"5","NFKBIA"
"REL.3",2.44753004925057e-28,0.787129374001554,0.957,0.517,4.15394799958807e-24,"5","REL"
"CTSH.4",2.67099351632622e-28,0.521959818661667,0.906,0.489,4.53321019590886e-24,"5","CTSH"
"PALLD",2.73717338577422e-28,0.285285255386915,0.388,0.092,4.645530670336e-24,"5","PALLD"
"PYURF.1",2.91502295713262e-28,-0.267703649800993,0.468,0.238,4.94737696284548e-24,"5","PYURF"
"PSENEN.1",2.96783030542091e-28,-0.349553924695418,0.446,0.229,5.03700159436038e-24,"5","PSENEN"
"HMGCL",3.59862173475355e-28,0.287852359367988,0.345,0.058,6.10758080822372e-24,"5","HMGCL"
"CTSA.3",3.64104769798354e-28,-0.697477118671052,0.453,0.313,6.17958615301766e-24,"5","CTSA"
"PTPN2",3.98174091553906e-28,0.414780961817742,0.518,0.159,6.75781068185289e-24,"5","PTPN2"
"EIF3H.2",4.48943724747577e-28,0.474762772660386,0.849,0.416,7.61947289641587e-24,"5","EIF3H"
"RNF130.2",4.88596144367197e-28,-1.46594872549729,0.259,0.408,8.29245376220007e-24,"5","RNF130"
"SLC16A3",5.34079802452756e-28,-0.435158095213427,0.568,0.34,9.06440240722817e-24,"5","SLC16A3"
"SUB1.1",5.49824666828895e-28,0.455011811527958,0.986,0.605,9.33162424542001e-24,"5","SUB1"
"CINP",5.95951518074581e-28,0.295634749919079,0.381,0.081,1.01144891647618e-23,"5","CINP"
"PSME1.1",6.25020887639582e-28,1.03077997491272,0.885,0.474,1.0607854505019e-23,"5","PSME1"
"NOP53.2",6.27077902900169e-28,0.593147685915647,0.885,0.433,1.06427661680217e-23,"5","NOP53"
"ANKRD33B",7.01738830955826e-28,0.495601213579154,0.201,0.003,1.19099114389823e-23,"5","ANKRD33B"
"ARL2BP",7.13653610814326e-28,0.302934488556482,0.388,0.087,1.21121290827407e-23,"5","ARL2BP"
"EIF6.1",7.92575456236659e-28,0.418365340492254,0.655,0.249,1.34515906432486e-23,"5","EIF6"
"ATP5F1A.1",8.91182046930883e-28,0.271028760411403,0.676,0.289,1.51251417005109e-23,"5","ATP5F1A"
"ATP11C",8.98680819828394e-28,0.524232084139515,0.288,0.03,1.52524108741275e-23,"5","ATP11C"
"DDX17",9.15284634790303e-28,-0.686035841455694,0.54,0.365,1.5534210821661e-23,"5","DDX17"
"GCC2.1",9.43325115009654e-28,-0.270004398249955,0.489,0.234,1.60101138519439e-23,"5","GCC2"
"PA2G4",9.94743201069021e-28,-0.463631223611553,0.453,0.267,1.68827816085434e-23,"5","PA2G4"
"FKBP1A",1.00450383900613e-27,-0.280055399961714,0.784,0.513,1.7048439155612e-23,"5","FKBP1A"
"NDUFB1",1.04298043564095e-27,-0.317968988269595,0.755,0.486,1.77014639536981e-23,"5","NDUFB1"
"RWDD1",1.04498268533336e-27,-0.418656798670033,0.46,0.286,1.77354461354778e-23,"5","RWDD1"
"SEC22C",1.05758914618527e-27,0.330670861014774,0.317,0.046,1.79494029890565e-23,"5","SEC22C"
"C17orf49.2",1.06356569137419e-27,0.795724787549773,0.647,0.208,1.80508369140028e-23,"5","C17orf49"
"MACF1",1.07143186625717e-27,-0.275968070469842,0.331,0.124,1.81843416341166e-23,"5","MACF1"
"PPP1R16B",1.07410761198192e-27,0.416033679668513,0.201,0.003,1.82297543905571e-23,"5","PPP1R16B"
"RAB31.1",1.09903251640729e-27,-0.893277638512707,0.468,0.368,1.86527798684645e-23,"5","RAB31"
"BZW2",1.36963583076681e-27,0.28458793192755,0.338,0.067,2.32454593197742e-23,"5","BZW2"
"MARCKS.4",1.45132589714877e-27,0.645415813309911,0.827,0.367,2.4631903126409e-23,"5","MARCKS"
"EED",1.49714277941251e-27,0.253393382026033,0.295,0.044,2.54095072521891e-23,"5","EED"
"MPC2.2",1.54610972539125e-27,0.665291162966811,0.669,0.231,2.62405742593402e-23,"5","MPC2"
"GMPPB",1.62273329257807e-27,0.283381356000807,0.288,0.034,2.7541029441635e-23,"5","GMPPB"
"MRPL46",1.62571638111125e-27,0.331945543036888,0.309,0.032,2.75916584202201e-23,"5","MRPL46"
"F11R",1.98715654059481e-27,0.30358291341334,0.388,0.086,3.3726020806975e-23,"5","F11R"
"IGFLR1.1",2.16157728301305e-27,0.473423678803063,0.655,0.229,3.66862896472974e-23,"5","IGFLR1"
"TRIR.1",2.18111703488697e-27,0.392205437275694,0.849,0.42,3.70179183161016e-23,"5","TRIR"
"CLECL1.1",2.23890639653267e-27,0.528541129605834,0.388,0.089,3.79987193619525e-23,"5","CLECL1"
"NFKBIZ.1",2.29494383192433e-27,-0.672766175545476,0.345,0.179,3.89497867154197e-23,"5","NFKBIZ"
"CORO1C.1",2.38229811448681e-27,-0.62590151615177,0.396,0.234,4.04323635990701e-23,"5","CORO1C"
"CLTC",2.50041073452528e-27,-0.48887396422394,0.381,0.202,4.24369709863631e-23,"5","CLTC"
"PPIG.1",2.50390587943734e-27,-0.383215359656749,0.54,0.312,4.24962905858106e-23,"5","PPIG"
"CYB5R3",2.90449974717978e-27,0.407919931549431,0.568,0.179,4.92951697091352e-23,"5","CYB5R3"
"PKM.2",3.14269684886228e-27,1.2189890602281,0.863,0.523,5.33378509188906e-23,"5","PKM"
"SEC62",3.66464173680957e-27,-0.490159351382755,0.705,0.468,6.2196299557132e-23,"5","SEC62"
"DPP9",4.64026288255605e-27,0.329917135559743,0.317,0.044,7.87545416427412e-23,"5","DPP9"
"MIEN1.1",4.74621247860723e-27,-0.299813395065973,0.396,0.188,8.0552718186922e-23,"5","MIEN1"
"CORO1B.1",4.83587350048845e-27,0.290442639886795,0.669,0.269,8.20744450502899e-23,"5","CORO1B"
"LGALS1.2",5.1625645272561e-27,1.24843213478565,0.957,0.834,8.76190451565905e-23,"5","LGALS1"
"TAF1D.1",5.43345575206666e-27,-0.316279462176773,0.511,0.254,9.22166110240753e-23,"5","TAF1D"
"MRPL51.1",5.51526495452479e-27,0.608925423394216,0.741,0.296,9.36050768081948e-23,"5","MRPL51"
"SOD2.3",5.58606729189674e-27,-0.677314115741858,0.727,0.477,9.48067340780715e-23,"5","SOD2"
"XPO1",5.58740168555417e-27,-0.322869651083001,0.324,0.139,9.48293814072254e-23,"5","XPO1"
"HMOX1.4",6.21078238638836e-27,-0.331400733304148,0.561,0.254,1.05409398661783e-22,"5","HMOX1"
"MGAT1",6.21733047647254e-27,-0.39948493260503,0.489,0.281,1.05520532846692e-22,"5","MGAT1"
"LAP3.1",6.36862819935295e-27,0.400677651979591,0.626,0.238,1.08088357799418e-22,"5","LAP3"
"CHMP4A.1",6.65329400179652e-27,0.530000683408545,0.604,0.203,1.12919705798491e-22,"5","CHMP4A"
"CNN2.1",7.06984089192572e-27,0.368427468220153,0.511,0.167,1.19989339617763e-22,"5","CNN2"
"TNFRSF1A",7.58635565818364e-27,-0.474715323642273,0.432,0.247,1.28755628230693e-22,"5","TNFRSF1A"
"BLOC1S1",7.95920317378263e-27,-0.553442622069614,0.676,0.496,1.35083596265439e-22,"5","BLOC1S1"
"UBE2Z",8.0256776942842e-27,0.347423040467791,0.353,0.068,1.36211801827392e-22,"5","UBE2Z"
"SNX2.1",8.09903825708529e-27,0.484486335570144,0.59,0.204,1.37456877299252e-22,"5","SNX2"
"FAM118A.2",8.14861989130435e-27,0.61828053412977,0.439,0.106,1.38298376795217e-22,"5","FAM118A"
"TGFBI.1",8.26256523771164e-27,-2.21699917523836,0.058,0.421,1.40232257214442e-22,"5","TGFBI"
"GPR183.3",8.45723295333653e-27,0.448495622505839,0.842,0.442,1.43536157684028e-22,"5","GPR183"
"SMARCC1",8.95713031804216e-27,0.259673635146041,0.331,0.065,1.52020415757812e-22,"5","SMARCC1"
"LYN",8.9940388085896e-27,-0.457910729813062,0.417,0.225,1.52646826659383e-22,"5","LYN"
"BEX4.2",1.09643982098455e-26,0.270410960289246,0.525,0.193,1.86087766417497e-22,"5","BEX4"
"DDX21",1.09987344453115e-26,-0.844715758041872,0.374,0.261,1.86670521005826e-22,"5","DDX21"
"PRKAR1A",1.17507475385125e-26,-0.315817658386923,0.46,0.236,1.99433687223634e-22,"5","PRKAR1A"
"SLC41A2",1.24747689982957e-26,0.587002317713277,0.302,0.033,2.11721779439075e-22,"5","SLC41A2"
"TRAM1.3",1.25283265922728e-26,-0.637060995722074,0.396,0.263,2.12630758924054e-22,"5","TRAM1"
"TNFRSF1B",1.33152860589974e-26,-0.620191652287477,0.374,0.235,2.25987034993304e-22,"5","TNFRSF1B"
"TNFSF13B",1.55129600143652e-26,0.401828411724203,0.748,0.343,2.63285957363806e-22,"5","TNFSF13B"
"AIFM2",1.58007802127815e-26,0.252114625321992,0.273,0.031,2.68170841771328e-22,"5","AIFM2"
"GNB1",1.74253021311753e-26,-0.393046149314884,0.439,0.236,2.95742227770307e-22,"5","GNB1"
"AHNAK",1.77189160394369e-26,-0.758465718621827,0.482,0.338,3.00725443021323e-22,"5","AHNAK"
"SNX7",1.88165009438145e-26,0.338626661284067,0.273,0.028,3.1935365401842e-22,"5","SNX7"
"TM2D2",1.88664715639012e-26,0.327685742199015,0.36,0.071,3.20201755382531e-22,"5","TM2D2"
"RNF5",2.21005744965862e-26,0.280808590725936,0.41,0.122,3.75090950356061e-22,"5","RNF5"
"TALDO1.1",2.23840435297092e-26,1.15370183440138,0.799,0.359,3.79901986786225e-22,"5","TALDO1"
"HSPD1.1",2.28452223634023e-26,-0.390038613512735,0.532,0.286,3.87729113951664e-22,"5","HSPD1"
"UPF2",2.36832449507852e-26,-0.328686839410129,0.396,0.178,4.01952033304726e-22,"5","UPF2"
"GDI2.3",2.41590696036451e-26,0.665277131766279,0.791,0.341,4.10027729313065e-22,"5","GDI2"
"SH3PXD2A",2.52482635898513e-26,0.455596230991231,0.259,0.022,4.28513529646957e-22,"5","SH3PXD2A"
"RNH1.2",2.59487792867069e-26,0.483732884723095,0.763,0.338,4.40402682053989e-22,"5","RNH1"
"NFIC",2.76285542994742e-26,-0.298378172722721,0.317,0.118,4.68911823570676e-22,"5","NFIC"
"WDR54",2.88772652210801e-26,0.317215540720691,0.259,0.026,4.90104945332172e-22,"5","WDR54"
"ADAM12",3.45935381418469e-26,0.488238333681374,0.201,0.005,5.87121529343426e-22,"5","ADAM12"
"SAE1",3.69957166843243e-26,0.28419092364516,0.324,0.053,6.27891303566352e-22,"5","SAE1"
"PEBP1.2",4.45696300613477e-26,0.41738863269502,0.77,0.342,7.56435761401193e-22,"5","PEBP1"
"CUTA.1",5.24544379596033e-26,-0.530187652896766,0.504,0.349,8.90256721050388e-22,"5","CUTA"
"MAFB.2",5.47394882530805e-26,-2.41542266553348,0.022,0.409,9.29038594631282e-22,"5","MAFB"
"REX1BD",5.92723449865243e-26,-0.417558924055685,0.496,0.306,1.00597023911129e-21,"5","REX1BD"
"SNRNP35",6.35147589639515e-26,0.321234638944224,0.331,0.058,1.07797248913618e-21,"5","SNRNP35"
"DOCK8",6.41324456718899e-26,-0.552924454401046,0.367,0.197,1.08845586794332e-21,"5","DOCK8"
"SDSL.1",6.75812021044673e-26,0.347367637886977,0.41,0.104,1.14698816211702e-21,"5","SDSL"
"PSMA3",6.96877403042097e-26,0.333573092018003,0.619,0.246,1.18274032844305e-21,"5","PSMA3"
"LSM10.1",6.99222625426783e-26,-0.362168252071755,0.324,0.168,1.18672063987434e-21,"5","LSM10"
"AP2M1.1",7.07322248004172e-26,0.877734315828781,0.741,0.282,1.20046731931268e-21,"5","AP2M1"
"PTTG1IP",7.16834239965367e-26,-0.422690370733484,0.41,0.222,1.21661107206922e-21,"5","PTTG1IP"
"PTPRC.3",7.32336523031831e-26,-0.706009328224825,0.576,0.444,1.24292154688962e-21,"5","PTPRC"
"CD99",7.7736068988864e-26,-0.443817884442501,0.518,0.317,1.319336562879e-21,"5","CD99"
"COX17.1",8.09761264891457e-26,0.285366504900435,0.806,0.411,1.37432681877378e-21,"5","COX17"
"MYO1F",8.79337569108632e-26,-0.739530193125008,0.295,0.178,1.49241172229117e-21,"5","MYO1F"
"ACO2",9.8331739505688e-26,0.355533974230512,0.381,0.09,1.66888628289054e-21,"5","ACO2"
"LARP7",9.87325030172615e-26,-0.26767079590385,0.388,0.178,1.67568804120896e-21,"5","LARP7"
"BCL2L11",1.01715337362783e-25,0.691586770319317,0.353,0.058,1.72631270572115e-21,"5","BCL2L11"
"CYBB.3",1.06817574607866e-25,-2.09345631794363,0.022,0.377,1.8129078762447e-21,"5","CYBB"
"TBC1D22A",1.0760722125531e-25,0.254939574579742,0.317,0.056,1.82630975914511e-21,"5","TBC1D22A"
"NENF",1.10927095489464e-25,-0.412962967720207,0.417,0.239,1.88265466464719e-21,"5","NENF"
"NXT2",1.17159636857299e-25,0.257617249151288,0.245,0.022,1.98843335674209e-21,"5","NXT2"
"CTSL.5",1.17773279399749e-25,-3.08701255978293,0.079,0.393,1.99884809797254e-21,"5","CTSL"
"SKP1",1.26143854739006e-25,0.454091818435568,0.914,0.494,2.14091350263041e-21,"5","SKP1"
"R3HDM4",1.40867613776179e-25,0.264745069024598,0.338,0.074,2.39080514100931e-21,"5","R3HDM4"
"COTL1.4",1.75293061580291e-25,-0.437678359598772,0.719,0.605,2.97507384114069e-21,"5","COTL1"
"SAMHD1.1",1.76924381276709e-25,-1.88981581777115,0.137,0.402,3.00276059902831e-21,"5","SAMHD1"
"PLEK.1",1.7706935461222e-25,0.288105568254508,0.583,0.228,3.00522108647859e-21,"5","PLEK"
"USP1",1.86949279255582e-25,0.336273489264649,0.324,0.062,3.17290316752573e-21,"5","USP1"
"VSIG4.4",1.8924270484421e-25,-2.19137726100511,0.007,0.368,3.21182718661593e-21,"5","VSIG4"
"CD200",2.08929841319049e-25,0.680148261100985,0.245,0.014,3.54595726686689e-21,"5","CD200"
"COL9A2",2.36679750461933e-25,0.262857866188716,0.23,0.019,4.01692872483992e-21,"5","COL9A2"
"VASP",2.38525828321296e-25,-0.6751083241202,0.367,0.252,4.04826035826904e-21,"5","VASP"
"S100A9.5",2.60043311268674e-25,-4.4609581787238,0.065,0.453,4.41345507885194e-21,"5","S100A9"
"AP5Z1",2.68860258803931e-25,0.267978871909845,0.259,0.037,4.56309631242032e-21,"5","AP5Z1"
"BCL3",2.70541189289944e-25,0.3431774516985,0.295,0.046,4.59162506462893e-21,"5","BCL3"
"ZNF706.1",2.82119732971567e-25,-0.2704513759139,0.691,0.433,4.78813610799344e-21,"5","ZNF706"
"VRK2",2.99052680090628e-25,0.336081264679601,0.295,0.043,5.07552208649813e-21,"5","VRK2"
"IL3RA",3.00339642886955e-25,0.401652624608362,0.309,0.052,5.0973644190774e-21,"5","IL3RA"
"NCOA4",3.08399869401853e-25,-0.504506265976302,0.374,0.218,5.23416258348825e-21,"5","NCOA4"
"KDM5A",3.33665931532779e-25,-0.251598286563977,0.338,0.128,5.66297818997432e-21,"5","KDM5A"
"MPHOSPH6",3.36268197705078e-25,-0.357717479196307,0.345,0.169,5.70714385145059e-21,"5","MPHOSPH6"
"TSPO.1",3.45051350629925e-25,-0.661993228482772,0.712,0.59,5.85621152289109e-21,"5","TSPO"
"WASHC4.1",3.96143289213523e-25,-0.363807392448956,0.345,0.16,6.72334390453191e-21,"5","WASHC4"
"ARPC4",4.66087492004532e-25,0.739434196257535,0.763,0.313,7.91043691430092e-21,"5","ARPC4"
"ENG",4.69450255916142e-25,-0.539290336795367,0.281,0.152,7.96750974340876e-21,"5","ENG"
"RHBDF2",5.09565468387389e-25,-0.291661939905511,0.273,0.101,8.64834512947076e-21,"5","RHBDF2"
"UXS1",5.31452797465757e-25,0.285113011268719,0.331,0.065,9.01981687858883e-21,"5","UXS1"
"SEM1",6.01684027513755e-25,-0.282849023573289,0.806,0.532,1.02117813149634e-20,"5","SEM1"
"VAPA",6.18222048866396e-25,0.305626110529361,0.755,0.36,1.04924646133605e-20,"5","VAPA"
"LGALS3.4",6.49925230340446e-25,-0.449857153909403,0.777,0.505,1.1030531009338e-20,"5","LGALS3"
"MTIF3.1",6.56076865662098e-25,-0.332530891513878,0.388,0.201,1.11349365640171e-20,"5","MTIF3"
"GGNBP2",6.80463178712065e-25,-0.387823134247812,0.403,0.192,1.15488210691012e-20,"5","GGNBP2"
"BNIP3L.1",6.85695091088202e-25,-0.724833207361644,0.432,0.311,1.1637617085949e-20,"5","BNIP3L"
"AOC1",6.93196344535616e-25,1.04763356685758,0.216,0.008,1.17649283594585e-20,"5","AOC1"
"KHDRBS1",9.50509964520169e-25,-0.280294439220825,0.446,0.234,1.61320551178363e-20,"5","KHDRBS1"
"KCTD12",9.87792470541102e-25,-2.03590602233543,0.058,0.438,1.67648138100236e-20,"5","KCTD12"
"GRK3",1.0828337849832e-24,0.545798296690666,0.388,0.089,1.83778549987349e-20,"5","GRK3"
"RHOG.3",1.15726347257814e-24,0.362298675561707,0.77,0.365,1.96410756565961e-20,"5","RHOG"
"TNFAIP3.1",1.20223842474566e-24,-0.59136454975259,0.46,0.263,2.04043905447833e-20,"5","TNFAIP3"
"PLEKHB2",1.40643217956002e-24,-0.491979722286046,0.381,0.225,2.38699669514926e-20,"5","PLEKHB2"
"RABEPK",1.60119618310204e-24,0.262129553347947,0.23,0.018,2.71755016196078e-20,"5","RABEPK"
"UGCG",1.67759408299827e-24,0.266808836735211,0.396,0.122,2.84721267766466e-20,"5","UGCG"
"DDX3X",2.11326601315987e-24,-0.673183483578848,0.424,0.26,3.58663507753493e-20,"5","DDX3X"
"LGALS3BP.4",2.18141714916585e-24,-0.629316090664982,0.317,0.202,3.70230118556428e-20,"5","LGALS3BP"
"RBM3.1",2.25080639178791e-24,0.515781358859741,0.835,0.414,3.82006860814245e-20,"5","RBM3"
"COPE",2.4722661062543e-24,0.27466878976425,0.82,0.431,4.1959300355348e-20,"5","COPE"
"PC",2.54223183876418e-24,0.277478725639724,0.216,0.013,4.31467587675056e-20,"5","PC"
"IFT43",2.62181965566268e-24,0.365666544830248,0.295,0.041,4.44975231959069e-20,"5","IFT43"
"GSN.2",2.65575782895684e-24,0.719369646810235,0.921,0.501,4.50735218730555e-20,"5","GSN"
"ARNTL2",2.73113032304246e-24,0.653491946886115,0.23,0.012,4.63527438426766e-20,"5","ARNTL2"
"AP3S1",2.80614549635475e-24,-0.259710344161891,0.439,0.224,4.76259013641328e-20,"5","AP3S1"
"CDK2",3.06277999595515e-24,0.308078977849585,0.223,0.016,5.19815020913508e-20,"5","CDK2"
"RNASEH2C",3.09255637799026e-24,-0.361200313916266,0.367,0.201,5.24868668472507e-20,"5","RNASEH2C"
"SP100",3.15745445839023e-24,-0.506126950508231,0.432,0.276,5.3588317067799e-20,"5","SP100"
"ADTRP",3.33942043314036e-24,0.460893090989313,0.194,0.005,5.66766435912583e-20,"5","ADTRP"
"HIGD2A.1",3.41752591473268e-24,0.285284883536403,0.82,0.433,5.80022498248431e-20,"5","HIGD2A"
"PARL",3.49382585410098e-24,-0.260977191798561,0.345,0.154,5.92972123958018e-20,"5","PARL"
"DESI1",4.33929870429922e-24,0.313765287525932,0.353,0.077,7.36465776093664e-20,"5","DESI1"
"PPP1CA.1",5.1369391112787e-24,0.269457931568232,0.712,0.336,8.7184130596622e-20,"5","PPP1CA"
