"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"S100A8",3.71874009294277e-113,3.96549929647774,0.767,0.292,6.31144568574246e-109,"2","S100A8"
"S100A9",2.35688083670422e-108,3.85275415928331,0.76,0.364,4.0000981560544e-104,"2","S100A9"
"FCN1",5.41639000430762e-101,2.86177314777082,0.633,0.128,9.19269711531089e-97,"2","FCN1"
"LYZ",4.90770143090977e-84,1.6637044574232,0.977,0.809,8.32935086854005e-80,"2","LYZ"
"S100A12",1.23847902985866e-75,3.5638089060891,0.397,0.04,2.10194660947611e-71,"2","S100A12"
"VCAN",1.96947995095383e-63,2.05920003355097,0.63,0.206,3.34260137275884e-59,"2","VCAN"
"S100A4",1.63851139393131e-60,1.42717087204241,0.91,0.767,2.78088153778022e-56,"2","S100A4"
"C1QC",2.0925912073903e-51,-2.85621777956446,0.077,0.499,3.55154579718281e-47,"2","C1QC"
"STXBP2",8.35871805756658e-48,1.76187351966086,0.51,0.265,1.4186416287302e-43,"2","STXBP2"
"HLA-DPA1",7.1838762428594e-45,-1.60926255284923,0.64,0.874,1.2192474759381e-40,"2","HLA-DPA1"
"CSTA",2.95627428644895e-39,1.22528430549563,0.7,0.472,5.01738871896116e-35,"2","CSTA"
"DUSP1",6.08019464798884e-39,1.18900444938415,0.857,0.692,1.03193063565667e-34,"2","DUSP1"
"C1QB",1.14569379603081e-38,-2.47567395002553,0.15,0.506,1.94447151062348e-34,"2","C1QB"
"C1QA",2.38921481604244e-38,-2.26882622710184,0.193,0.557,4.05497538578723e-34,"2","C1QA"
"HLA-DPB1",3.02437000610936e-38,-1.66564518285382,0.63,0.838,5.1329607743688e-34,"2","HLA-DPB1"
"RGS1",4.4868230922666e-38,-1.5331893985521,0.353,0.738,7.61503615219487e-34,"2","RGS1"
"FOS",5.42116380977934e-34,1.18834042601158,0.877,0.708,9.2007992179575e-30,"2","FOS"
"APOE",1.41106432787138e-32,-2.56160231418261,0.357,0.644,2.39485837726331e-28,"2","APOE"
"APOC1",2.18483893239094e-32,-2.3313912964798,0.31,0.66,3.7081086360539e-28,"2","APOC1"
"HLA-DQB1",2.65082179406435e-30,-1.60018786204006,0.34,0.678,4.49897474888601e-26,"2","HLA-DQB1"
"HLA-DQA1",5.74480953688938e-30,-1.59527493879484,0.283,0.622,9.75009074600865e-26,"2","HLA-DQA1"
"GSN",4.04539240124506e-29,-1.29792275079849,0.237,0.585,6.86583998339312e-25,"2","GSN"
"HLA-DRB1",1.66344039444242e-24,-1.37325923842258,0.617,0.787,2.82319103744768e-20,"2","HLA-DRB1"
"GPNMB",4.83573869923294e-24,-1.92305964669646,0.157,0.421,8.20721572033815e-20,"2","GPNMB"
"SERPINA1",2.79166806034506e-23,0.970447164942781,0.557,0.453,4.73801903201764e-19,"2","SERPINA1"
"NAMPT",1.34248414875318e-22,1.19794949328289,0.527,0.359,2.27846409726389e-18,"2","NAMPT"
"COTL1",1.87680777129443e-22,0.771118554492516,0.707,0.596,3.1853181494409e-18,"2","COTL1"
"LST1",2.73232514947377e-22,0.919433273919228,0.74,0.627,4.63730224368688e-18,"2","LST1"
"CTSS",3.42490598580201e-22,0.811339992711558,0.827,0.717,5.81275043910318e-18,"2","CTSS"
"APOBEC3A",5.96503585433018e-21,1.65566463073135,0.187,0.044,1.01238588519692e-16,"2","APOBEC3A"
"THBS1",9.26069220777877e-21,1.37032100664401,0.33,0.129,1.57172468150421e-16,"2","THBS1"
"EMP3",5.02499210298222e-20,0.881356262963641,0.663,0.52,8.52841659718142e-16,"2","EMP3"
"HERPUD1",5.39883171738713e-20,-1.15129358475736,0.3,0.587,9.16289719074944e-16,"2","HERPUD1"
"VSIR",1.4683180242408e-19,0.971395717678766,0.453,0.32,2.49202935074148e-15,"2","VSIR"
"TREM2",4.82840026092114e-19,-1.33443133794107,0.123,0.367,8.19476092283536e-15,"2","TREM2"
"FPR1",1.68756967209243e-18,0.996287604348318,0.387,0.245,2.86414324747526e-14,"2","FPR1"
"SELL",1.89999330235668e-18,1.21267617296192,0.24,0.068,3.22466863275975e-14,"2","SELL"
"CD52",3.60879867182703e-18,1.00971787460968,0.617,0.404,6.12485310582483e-14,"2","CD52"
"CXCL16",4.37040938794281e-18,-0.896638582387052,0.22,0.489,7.41745881321654e-14,"2","CXCL16"
"TKT",1.29659920275707e-17,0.901154045143553,0.42,0.318,2.2005881669193e-13,"2","TKT"
"DAB2",1.90488485774112e-17,-1.12325268107914,0.073,0.29,3.23297058055822e-13,"2","DAB2"
"NFKBIZ",2.16914182147695e-17,1.23167659908969,0.323,0.167,3.68146749941068e-13,"2","NFKBIZ"
"RIPOR2",8.71731575197859e-17,1.24277386360256,0.17,0.04,1.47950282942581e-12,"2","RIPOR2"
"IER2",1.61838704026697e-16,1.03313634124756,0.523,0.375,2.74672648474111e-12,"2","IER2"
"FCGR2B",3.6237725110846e-16,-1.07994054904683,0.087,0.3,6.15026670581278e-12,"2","FCGR2B"
"HLA-DMA",5.72673076970181e-16,-0.859129126780863,0.417,0.669,9.71940746233792e-12,"2","HLA-DMA"
"CD9",7.09275301866758e-16,-1.19967525796704,0.25,0.494,1.20378204232826e-11,"2","CD9"
"CEBPB",8.08330962026354e-16,0.829705155653389,0.68,0.541,1.37189930875113e-11,"2","CEBPB"
"PEBP1",1.64296336733969e-15,-0.669285928846338,0.173,0.409,2.78843742704892e-11,"2","PEBP1"
"LGMN",1.77306665557353e-15,-1.46357193885029,0.067,0.259,3.0092487278394e-11,"2","LGMN"
"EBI3",3.23614025064277e-15,-0.921712064280194,0,0.109,5.4923772333909e-11,"2","EBI3"
"CLEC4E",4.29947829210438e-15,1.08833447234188,0.3,0.121,7.29707455735955e-11,"2","CLEC4E"
"HAVCR2",1.62809277548893e-14,-0.493476448408061,0.097,0.275,2.76319905855981e-10,"2","HAVCR2"
"HLA-DMB",2.49712537724736e-14,-0.856480851400329,0.263,0.498,4.23812119026421e-10,"2","HLA-DMB"
"SLC25A37",4.07799279548661e-14,1.06433451112677,0.367,0.215,6.92116937249987e-10,"2","SLC25A37"
"EREG",9.22558540164784e-14,1.39434330053843,0.2,0.076,1.56576635436767e-09,"2","EREG"
"MSR1",9.76268675442831e-14,-0.903996976644297,0.127,0.334,1.65692319596157e-09,"2","MSR1"
"BCL2A1",1.36507523166122e-13,0.994741715690689,0.45,0.302,2.31680568317542e-09,"2","BCL2A1"
"AKR1B1",1.69643365114629e-13,-0.71833728157879,0.117,0.317,2.87918719272548e-09,"2","AKR1B1"
"FABP5",2.28438407836643e-13,-0.934141997420483,0.307,0.543,3.87705665780351e-09,"2","FABP5"
"TNFAIP3",2.64212265356874e-13,1.04876298195196,0.39,0.257,4.48421056763686e-09,"2","TNFAIP3"
"CD300E",2.90163453206782e-13,1.01338748063466,0.177,0.047,4.9246541278255e-09,"2","CD300E"
"VMO1",3.24481242203922e-13,-1.14396666176409,0.03,0.179,5.50709564268496e-09,"2","VMO1"
"NUCKS1",5.35476539463558e-13,-0.313244551717264,0.233,0.434,9.08810782777551e-09,"2","NUCKS1"
"RETN",5.662069651823e-13,1.39774310741233,0.29,0.135,9.60966461307399e-09,"2","RETN"
"NRP2",7.67103190123642e-13,-0.877243591221816,0.023,0.154,1.30192753427785e-08,"2","NRP2"
"SPP1",7.73248361079484e-13,-2.42602925135358,0.387,0.562,1.3123571184241e-08,"2","SPP1"
"PTMS",8.34078064561785e-13,-0.521810984003033,0.133,0.319,1.41559729117426e-08,"2","PTMS"
"CCL17",1.13996886974787e-12,-3.87836972193593,0.01,0.121,1.93475516573608e-08,"2","CCL17"
"CTSZ",1.41226051750393e-12,-0.775992908448047,0.28,0.507,2.39688855030767e-08,"2","CTSZ"
"TRAPPC5",1.61587600123622e-12,0.618490056160359,0.5,0.372,2.74246474929812e-08,"2","TRAPPC5"
"SLCO2B1",1.81861816380646e-12,-0.925176389573985,0.057,0.22,3.08655874761232e-08,"2","SLCO2B1"
"RASSF4",1.9650756488958e-12,-0.626344975105949,0.093,0.268,3.33512639130596e-08,"2","RASSF4"
"PLD4",3.80820980146527e-12,-0.850376405022772,0.027,0.163,6.46329367504685e-08,"2","PLD4"
"MPC2",4.02211824601657e-12,-0.797480751657382,0.107,0.291,6.82633908713933e-08,"2","MPC2"
"A2M",4.5729179123621e-12,-0.755914662205339,0.143,0.338,7.76115628086096e-08,"2","A2M"
"TUBA1B",5.47615198786165e-12,-0.608516261948137,0.437,0.644,9.2941251537988e-08,"2","TUBA1B"
"CDA",5.9157241404469e-12,0.805185227451117,0.13,0.029,1.00401670111665e-07,"2","CDA"
"CST7",6.74836397795255e-12,-1.15060727369114,0.033,0.171,1.14533233433811e-07,"2","CST7"
"RBP7",7.92387142460866e-12,0.975331301139382,0.167,0.06,1.34483945818458e-07,"2","RBP7"
"DPP7",1.46338488635967e-11,-0.505637812220516,0.193,0.389,2.48365682912963e-07,"2","DPP7"
"HLA-DOA",1.57000480035796e-11,-0.647481758342386,0.027,0.156,2.66461214716754e-07,"2","HLA-DOA"
"CTSL",1.7798890495259e-11,-1.21580864338502,0.207,0.4,3.02082769485536e-07,"2","CTSL"
"VOPP1",2.71715472398215e-11,-0.538604137342091,0.067,0.221,4.6115549975425e-07,"2","VOPP1"
"IL4I1",2.87015413847187e-11,-1.03040054593906,0.047,0.189,4.87122560381446e-07,"2","IL4I1"
"BEX4",2.87882742157665e-11,-0.608426180327015,0.08,0.242,4.88594589989989e-07,"2","BEX4"
"SOCS3",3.4343770972534e-11,0.884204765459796,0.383,0.278,5.82882480945847e-07,"2","SOCS3"
"PARP1",3.56000459200773e-11,-0.33848020189098,0.047,0.165,6.04203979355552e-07,"2","PARP1"
"SLC2A3",4.4681079147173e-11,0.928380622167804,0.37,0.236,7.5832727528582e-07,"2","SLC2A3"
"MPEG1",6.23436973892079e-11,0.84086595808935,0.273,0.136,1.05809723208964e-06,"2","MPEG1"
"CAPG",7.37131795805075e-11,-0.558753275120168,0.413,0.626,1.25106008384037e-06,"2","CAPG"
"CLECL1",7.51320998986664e-11,-0.563946201132816,0.017,0.128,1.27514199948017e-06,"2","CLECL1"
"CSTB",1.13268800001737e-10,-1.00824225454832,0.617,0.76,1.92239807362948e-06,"2","CSTB"
"AKR1A1",1.39521725897653e-10,-0.407196169104751,0.153,0.32,2.36796273193497e-06,"2","AKR1A1"
"GPR34",2.07724426853915e-10,-1.03541757012439,0.073,0.223,3.52549897256464e-06,"2","GPR34"
"SYNGR2",2.25084481321025e-10,-0.670787872815901,0.213,0.409,3.82013381698044e-06,"2","SYNGR2"
"LY75",2.25240545787877e-10,-0.416956418298254,0.013,0.115,3.82278254311184e-06,"2","LY75"
"MARCKS",3.06709910105671e-10,-0.802627624413725,0.24,0.429,5.20548059431345e-06,"2","MARCKS"
"AP1B1",3.15308322294939e-10,-0.652255675819168,0.03,0.153,5.3514128459897e-06,"2","AP1B1"
"PLD3",3.16072511099757e-10,-1.04587495868189,0.167,0.34,5.36438265838508e-06,"2","PLD3"
"TMEM14C",3.58674252758465e-10,-0.344092030070698,0.237,0.417,6.08741941781667e-06,"2","TMEM14C"
"TUBA1C",4.33125648005547e-10,-0.576874874803507,0.093,0.25,7.35100849795015e-06,"2","TUBA1C"
"ASGR1",4.41807830437749e-10,0.764412400843376,0.203,0.088,7.49836249818948e-06,"2","ASGR1"
"CSF2RA",4.53627468926125e-10,-0.752876656617587,0.097,0.257,7.69896540261419e-06,"2","CSF2RA"
"NUPR1",5.59183957579344e-10,-1.74102583054799,0.117,0.253,9.49047012803662e-06,"2","NUPR1"
"GM2A",5.70484789403422e-10,-0.647234781794723,0.043,0.173,9.68226784575487e-06,"2","GM2A"
"CD36",6.70689600824118e-10,0.876325920649015,0.223,0.099,1.13829439051869e-05,"2","CD36"
"HMGN3",1.0559565913885e-09,-0.370772114019521,0.28,0.464,1.79216952690457e-05,"2","HMGN3"
"CD84",1.24696732652756e-09,-0.575455180839239,0.133,0.297,2.11635294658258e-05,"2","CD84"
"CD86",1.47653143100802e-09,-0.574302489433491,0.187,0.366,2.5059691447068e-05,"2","CD86"
"ARL6IP1",1.48981900255319e-09,-0.541240038235985,0.307,0.503,2.52852081113327e-05,"2","ARL6IP1"
"CLIC2",1.56887773167297e-09,-0.497382268959457,0.023,0.13,2.66269928619536e-05,"2","CLIC2"
"ARL4C",1.75201645376479e-09,-0.657730036385931,0.057,0.189,2.97352232532961e-05,"2","ARL4C"
"HMGN1",2.2712561500838e-09,-0.423882053179554,0.343,0.537,3.85477593792223e-05,"2","HMGN1"
"ADAP2",2.42931398234726e-09,-0.257173177246105,0.077,0.19,4.12303169083977e-05,"2","ADAP2"
"TUBB",2.45662881620705e-09,-0.558816974085337,0.273,0.465,4.16939042686661e-05,"2","TUBB"
"RHOB",2.90623255732453e-09,0.750290255854889,0.417,0.309,4.93245789629119e-05,"2","RHOB"
"GRSF1",3.44724956598283e-09,-0.519309739475659,0.053,0.179,5.85067196338605e-05,"2","GRSF1"
"IDO1",3.53370281034487e-09,-1.44193955177297,0.1,0.243,5.99740040971732e-05,"2","IDO1"
"SIRPA",4.9318276802674e-09,-0.324473399054231,0.1,0.228,8.37029793894983e-05,"2","SIRPA"
"DDAH2",5.22709704007075e-09,-0.557058122493505,0.103,0.254,8.87142909640807e-05,"2","DDAH2"
"MOB1A",5.53497736185225e-09,-0.374383101588607,0.23,0.394,9.39396357853564e-05,"2","MOB1A"
"CREG1",5.62427491738868e-09,-0.519717784978165,0.18,0.353,9.54551938979207e-05,"2","CREG1"
"SGK1",5.77464729017743e-09,-0.789955756696816,0.293,0.478,9.80073138088913e-05,"2","SGK1"
"MDH1",7.19824863437307e-09,-0.403054750886846,0.133,0.284,0.00012216867582258,"2","MDH1"
"IFI30",8.05359279089028e-09,0.397859975536782,0.813,0.71,0.00013668557684699,"2","IFI30"
"PRDX1",8.52273251609312e-09,-0.539165640968482,0.417,0.606,0.000144647816263132,"2","PRDX1"
"CNDP2",8.72836961149463e-09,-0.524073842950888,0.117,0.27,0.000148137889046287,"2","CNDP2"
"YWHAH",8.92921963936114e-09,-0.611989687253769,0.293,0.48,0.000151546715719237,"2","YWHAH"
"PKIB",9.03156597378004e-09,-0.460670278834052,0.043,0.153,0.000153283737706995,"2","PKIB"
"NDUFA6",9.11872026281694e-09,-0.453579744755413,0.183,0.347,0.000154762920300529,"2","NDUFA6"
"ATP6AP1",1.19547546340027e-08,-0.335881233642882,0.17,0.32,0.000202896095648293,"2","ATP6AP1"
"APEX1",1.31983600912804e-08,-0.27464597699069,0.12,0.247,0.000224002567469211,"2","APEX1"
"CTSH",1.39883976439368e-08,-0.533582742256995,0.36,0.548,0.000237411084812895,"2","CTSH"
"DBI",1.42426395124058e-08,-0.606061542783123,0.43,0.612,0.000241726077804551,"2","DBI"
"DCK",1.62645874159893e-08,-0.358468438279404,0.06,0.175,0.00027604257762417,"2","DCK"
"MMP14",1.63897734714363e-08,-0.758200119629167,0.08,0.217,0.000278167235357216,"2","MMP14"
"REL",1.68781770695792e-08,-0.503410434064875,0.39,0.577,0.000286456421224899,"2","REL"
"SLC15A3",2.06437569923711e-08,-0.448999913478611,0.077,0.201,0.000350365843674523,"2","SLC15A3"
"CTSC",2.24317875511241e-08,-0.641428107925834,0.443,0.628,0.000380712298317679,"2","CTSC"
"PRMT2",2.4749077241925e-08,-0.619618090992006,0.093,0.234,0.000420041338949952,"2","PRMT2"
"TGFBR1",2.51383290730711e-08,-0.472485661195376,0.047,0.153,0.000426647721028162,"2","TGFBR1"
"BMP2K",2.79370210012006e-08,-0.583786856523485,0.05,0.167,0.000474147120432377,"2","BMP2K"
"ZC3H13",2.9510039594866e-08,-0.304909997748058,0.087,0.203,0.000500844392004065,"2","ZC3H13"
"CD164",3.01287642409383e-08,-0.310858726207473,0.293,0.461,0.000511345386697206,"2","CD164"
"ST13",3.77444234304441e-08,-0.343817034288666,0.233,0.396,0.000640598354461498,"2","ST13"
"CTSB",3.96532306986728e-08,-0.754473857945076,0.6,0.754,0.000672994631417875,"2","CTSB"
"ALCAM",4.83158633301744e-08,-0.517480895620448,0.11,0.249,0.00082001683243972,"2","ALCAM"
"OSTC",5.34214765706721e-08,-0.296891809301336,0.23,0.376,0.000906669300357447,"2","OSTC"
"LPAR6",6.68073746807304e-08,-0.730625566647189,0.137,0.287,0.00113385476308136,"2","LPAR6"
"PSMC4",7.1144723259388e-08,-0.297480666724936,0.1,0.218,0.00120746824315833,"2","PSMC4"
"PPP2CA",7.18544353068221e-08,-0.308457406309701,0.103,0.229,0.00121951347602738,"2","PPP2CA"
"TRMT112",7.46459599967017e-08,-0.289836427823339,0.34,0.511,0.00126689123306402,"2","TRMT112"
"EIF4A2",7.50100785708772e-08,-0.300087595568941,0.323,0.491,0.00127307105350493,"2","EIF4A2"
"DDX24",7.71028871372404e-08,-0.333650200852412,0.13,0.259,0.00130859020049324,"2","DDX24"
"EIF5",7.78317378202456e-08,-0.263240875167112,0.173,0.314,0.00132096025428521,"2","EIF5"
"MZT2A",8.0777197446896e-08,-0.356733716669859,0.137,0.272,0.00137095059506872,"2","MZT2A"
"IL2RG",9.44767253375152e-08,-0.378072460163311,0.1,0.22,0.00160345898242831,"2","IL2RG"
"JUND",1.04178606971984e-07,0.595749793183932,0.443,0.34,0.00176811931752851,"2","JUND"
"KPNA2",1.07902125649275e-07,-0.383052310886875,0.05,0.156,0.0018313148765195,"2","KPNA2"
"TBCB",1.13515388154589e-07,-0.553300261848394,0.13,0.275,0.00192658316775969,"2","TBCB"
"BHLHE41",1.18354393035422e-07,-0.647751115904311,0.033,0.134,0.00200871075859718,"2","BHLHE41"
"CEP350",1.19316457323029e-07,-0.424443121802195,0.047,0.149,0.00202503891368645,"2","CEP350"
"N4BP2L2",1.2091403144418e-07,-0.269790085048127,0.28,0.427,0.00205215294167062,"2","N4BP2L2"
"CD81",1.29205263119768e-07,-0.433721148911188,0.267,0.433,0.00219287172566871,"2","CD81"
"SLC25A39",1.29674429172078e-07,-0.28528403031045,0.097,0.219,0.0022008344119085,"2","SLC25A39"
"AIDA",1.36042736011965e-07,-0.488337293767396,0.04,0.143,0.00230891731559507,"2","AIDA"
"RGS10",1.45971730889627e-07,-0.510096451731564,0.407,0.582,0.00247743221665875,"2","RGS10"
"MRPS21",1.47136583887745e-07,-0.313399279599356,0.287,0.445,0.00249720210174281,"2","MRPS21"
"SERPINF1",1.49212128917831e-07,-0.422813021411649,0.103,0.228,0.00253242825199343,"2","SERPINF1"
"NCOR1",1.59501321650973e-07,-0.400873359746676,0.13,0.265,0.00270705643106031,"2","NCOR1"
"CCDC88A",1.61060462784728e-07,-0.265032862100833,0.21,0.351,0.0027335181743824,"2","CCDC88A"
"TCEAL8",1.70661305650839e-07,-0.31704007692901,0.1,0.218,0.00289646367950605,"2","TCEAL8"
"ACP5",1.7691762910408e-07,-0.90521728072498,0.15,0.295,0.00300264600115444,"2","ACP5"
"ABHD12",1.79073219831092e-07,-0.390795950361513,0.073,0.187,0.00303923068697329,"2","ABHD12"
"LAMP2",1.87673460207926e-07,-0.428585800273876,0.173,0.316,0.00318519396664893,"2","LAMP2"
"YWHAQ",2.14897684296856e-07,-0.51902894219481,0.137,0.28,0.00364724349788624,"2","YWHAQ"
"PIGN",2.35266391579307e-07,-0.695943527660723,0.23,0.392,0.003992941197884,"2","PIGN"
"STMN1",2.40645587946082e-07,-0.455214598240836,0.113,0.242,0.0040842369186209,"2","STMN1"
"NCL",2.48025992410517e-07,-0.470415809971066,0.22,0.378,0.00420949714319129,"2","NCL"
"TFPT",2.59269936532825e-07,-0.332833153804669,0.067,0.173,0.0044003293628351,"2","TFPT"
"MGST3",2.65028857935688e-07,-0.507677092376041,0.253,0.418,0.0044980697768845,"2","MGST3"
"OSTF1",2.69659334293516e-07,-0.377805235815152,0.153,0.293,0.00457665822162955,"2","OSTF1"
"FOSB",2.71949503435137e-07,0.891373684254501,0.367,0.264,0.00461552697230115,"2","FOSB"
"C3AR1",2.95637510095593e-07,-0.484817493923995,0.133,0.27,0.0050175598213424,"2","C3AR1"
"NDUFA5",3.0551818779412e-07,-0.251489798326187,0.113,0.233,0.0051852546832418,"2","NDUFA5"
"SELENOS",3.24230967260363e-07,-0.525416284816238,0.117,0.251,0.00550284797634288,"2","SELENOS"
"DPYSL2",3.39907930533544e-07,-0.3411847637032,0.097,0.216,0.00576891739701531,"2","DPYSL2"
"ANXA11",3.49263416899806e-07,-0.272548158992654,0.183,0.315,0.0059276987116235,"2","ANXA11"
"HEXA",4.31521934546515e-07,-0.586322824235794,0.163,0.309,0.00732379027312346,"2","HEXA"
"M6PR",4.66037395509902e-07,-0.457764699955931,0.197,0.348,0.00790958667659406,"2","M6PR"
"AXL",4.67647087788638e-07,-0.576763078493195,0.053,0.161,0.00793690637394876,"2","AXL"
"MESD",5.02254885335723e-07,-0.294772325909453,0.093,0.203,0.00852426991391789,"2","MESD"
"NBDY",5.50183563452048e-07,-0.412029699417351,0.12,0.249,0.00933771543890815,"2","NBDY"
"CSF1R",6.05031519691153e-07,-0.414068257182998,0.167,0.307,0.0102685949521983,"2","CSF1R"
"HSP90AB1",6.48502292019746e-07,-0.272013347382699,0.48,0.643,0.0110063809001591,"2","HSP90AB1"
"MRC1",7.02468787656527e-07,-0.654798043347546,0.143,0.282,0.0119223002641066,"2","MRC1"
"MS4A7",7.33255184102176e-07,-0.60304240227207,0.34,0.505,0.0124448069845821,"2","MS4A7"
"ARL6IP5",7.42819151578295e-07,-0.342961153013817,0.313,0.466,0.0126071266405868,"2","ARL6IP5"
"TMED9",7.51161659736868e-07,-0.417377372241725,0.213,0.361,0.0127487156890541,"2","TMED9"
"NAA20",8.30115220556371e-07,-0.35251245752753,0.14,0.261,0.0140887155232827,"2","NAA20"
"FPR3",8.32354024529949e-07,-0.602262559152616,0.113,0.241,0.0141267125043223,"2","FPR3"
"GPR183",8.40229135966939e-07,-0.273621174270199,0.35,0.493,0.0142603688956309,"2","GPR183"
"EIF3D",8.9708639708114e-07,-0.39794149244591,0.147,0.282,0.0152253503312611,"2","EIF3D"
"CTSD",9.11110522942663e-07,-0.99803898184105,0.533,0.639,0.0154633677953829,"2","CTSD"
"FNBP1",9.17406002433738e-07,-0.327902327239857,0.113,0.231,0.0155702146733054,"2","FNBP1"
"HMOX1",9.71950564707881e-07,-0.582767758434914,0.163,0.297,0.0164959449842222,"2","HMOX1"
"RB1",1.03549933807261e-06,-0.388959911831504,0.11,0.228,0.0175744947657683,"2","RB1"
"HSPA9",1.08932287988852e-06,-0.457199789740527,0.117,0.245,0.018487987917468,"2","HSPA9"
"FEZ2",1.09328895197659e-06,-0.302536839713782,0.067,0.167,0.0185553000929466,"2","FEZ2"
"SLC11A1",1.18910404080116e-06,0.670741494461862,0.377,0.273,0.0201814737804772,"2","SLC11A1"
"PRPF38B",1.2075177517871e-06,-0.434756348607826,0.237,0.39,0.0204939912833307,"2","PRPF38B"
"C1orf54",1.24595839994312e-06,-0.600584034166438,0.103,0.227,0.0211464059638346,"2","C1orf54"
"SPPL2A",1.28381170767149e-06,-0.291737041791832,0.103,0.211,0.0217888523026005,"2","SPPL2A"
"ADPGK",1.31933763605291e-06,-0.457357811203563,0.097,0.214,0.0223917983590901,"2","ADPGK"
"CANX",1.33017272617187e-06,-0.253442183613841,0.29,0.436,0.022575691508589,"2","CANX"
"PTPN1",1.459529440229e-06,-0.454826411299501,0.097,0.217,0.0247711336595666,"2","PTPN1"
"TCEAL4",1.46529691868696e-06,-0.418558818814863,0.107,0.226,0.024869019303955,"2","TCEAL4"
"IDH2",1.47803488143684e-06,-0.316413170346867,0.1,0.211,0.025085208007746,"2","IDH2"
"RRBP1",1.51495318463845e-06,-0.483031518810666,0.12,0.243,0.0257117854496838,"2","RRBP1"
"SCAF11",1.55956967730033e-06,-0.34446030865555,0.223,0.36,0.0264690165631413,"2","SCAF11"
"HSPE1",1.57789946938038e-06,-0.275245809654895,0.353,0.5,0.0267801097943238,"2","HSPE1"
"CALM1",1.59436118103495e-06,-0.312972362218308,0.47,0.63,0.0270594979645252,"2","CALM1"
"GYPC",1.64337288689745e-06,-0.348264944827064,0.117,0.234,0.0278913246364236,"2","GYPC"
"ANKRD12",1.65646825183964e-06,-0.317811732429891,0.2,0.333,0.0281135791702223,"2","ANKRD12"
"ILK",1.85502939904189e-06,-0.259719473328122,0.09,0.192,0.0314835589605389,"2","ILK"
"FBXO7",1.87105760611619e-06,-0.408580187909682,0.063,0.168,0.0317555896910039,"2","FBXO7"
"CORO1B",2.05057414827563e-06,-0.265002216218039,0.187,0.318,0.0348023444445339,"2","CORO1B"
"LSP1",2.07193192342271e-06,-0.657954670868178,0.363,0.516,0.0351648286043302,"2","LSP1"
"ARL2",2.15409326652877e-06,-0.253283017500228,0.11,0.214,0.0365592709195263,"2","ARL2"
"PDAP1",2.15579309801092e-06,-0.467801907821802,0.073,0.183,0.0365881204594414,"2","PDAP1"
"VCP",2.17876243947644e-06,-0.276406833663871,0.09,0.195,0.0369779561227942,"2","VCP"
"LIPA",2.23067774050182e-06,-0.879126519167731,0.193,0.333,0.0378590626117969,"2","LIPA"
"STK4",2.28040892438876e-06,-0.495931927028048,0.143,0.273,0.038703100264726,"2","STK4"
"JPT1",2.4781390588526e-06,-0.255528776893403,0.283,0.419,0.0420589761068464,"2","JPT1"
"PDIA3",2.89696160629334e-06,-0.306199642928412,0.287,0.431,0.0491672323820106,"2","PDIA3"
"MLF2",2.90100896930221e-06,-0.405025483244296,0.107,0.222,0.0492359242269971,"2","MLF2"
"MRPL40",2.93750687423679e-06,-0.26292898569105,0.087,0.191,0.0498553666695467,"2","MRPL40"
"VPS35",3.04348107650715e-06,-0.406699335451705,0.153,0.281,0.0516539608304793,"2","VPS35"
"CFD",3.11699970768165e-06,0.620325079102602,0.38,0.263,0.052901719038773,"2","CFD"
"HSPA8",3.1783286335445e-06,-0.306678526445912,0.29,0.431,0.0539425935685172,"2","HSPA8"
"MS4A4A",3.18250586355351e-06,-0.783244928445782,0.203,0.327,0.0540134895162302,"2","MS4A4A"
"CTSA",3.19262122514514e-06,-0.267365361635926,0.217,0.343,0.0541851674331633,"2","CTSA"
"IAH1",3.25895624629184e-06,-0.329655887401167,0.127,0.24,0.0553110054120651,"2","IAH1"
"WASF2",3.36175660804495e-06,-0.391005099881525,0.17,0.302,0.0570557331517389,"2","WASF2"
"TMX1",3.94599286861731e-06,-0.377897714535601,0.063,0.164,0.0669713909661729,"2","TMX1"
"SRSF11",4.06454525791082e-06,-0.370098486608341,0.213,0.351,0.0689834621172625,"2","SRSF11"
"POLR2K",4.39188970991602e-06,-0.271489608358197,0.177,0.295,0.0745391521566947,"2","POLR2K"
"LMBRD1",4.40263751379658e-06,-0.344653706909482,0.08,0.181,0.0747215638841555,"2","LMBRD1"
"ALDH2",4.52620054805933e-06,-0.316131890369832,0.323,0.467,0.076818675701663,"2","ALDH2"
"FSIP2",4.72133317584855e-06,-0.333334277975549,0.107,0.217,0.0801304666605015,"2","FSIP2"
"NUB1",4.95056392916377e-06,-0.567737339114033,0.08,0.184,0.0840209710057674,"2","NUB1"
"CIITA",4.97462912947826e-06,-0.47926364735784,0.07,0.171,0.084429405585505,"2","CIITA"
"KPNA5",5.11644275083219e-06,-0.49036973604474,0.097,0.206,0.0868362663671239,"2","KPNA5"
"PMP22",5.49709498341754e-06,-0.452441923897265,0.08,0.185,0.0932966960585625,"2","PMP22"
"HNRNPA0",5.74177618727154e-06,-0.279549901072501,0.23,0.362,0.0974494254503726,"2","HNRNPA0"
"BCLAF1",5.75850972408889e-06,-0.365548109875019,0.087,0.19,0.0977334270372366,"2","BCLAF1"
"TWF2",5.82704708922377e-06,-0.261897107276887,0.133,0.249,0.0988966431983059,"2","TWF2"
