"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.45859727209456e-213,1.29449575484129,0.808,0.516,2.47553129019888e-209,"Venous_EC","ADIRF"
1.27603050625766e-205,0.974389828657525,0.879,0.604,2.1656789752205e-201,"Venous_EC","TIMP1"
1.74553630664521e-199,1.49485233214618,0.526,0.181,2.96252421963825e-195,"Venous_EC","TFPI"
1.6904380948799e-196,1.23456077199025,0.25,0.02,2.86901153463017e-192,"Venous_EC","ADGRG6"
8.16134720763024e-193,1.88263133081592,0.281,0.034,1.38514384807901e-188,"Venous_EC","POSTN"
8.18810218238202e-191,1.13896010864774,0.581,0.221,1.38968470239388e-186,"Venous_EC","ACTN1"
4.55092991772045e-190,1.07751528853272,0.221,0.012,7.72383825635515e-186,"Venous_EC","TLL1"
3.48239380815062e-184,1.39071996504768,0.328,0.058,5.91031877119323e-180,"Venous_EC","TMEM176A"
2.56268041753972e-175,1.28016761845511,0.588,0.274,4.34938120464841e-171,"Venous_EC","ARL4A"
7.28310545966778e-174,1.27634148106518,0.34,0.068,1.23608865861482e-169,"Venous_EC","TMEM176B"
2.32045737146047e-160,0.817575083221395,0.923,0.724,3.93828025084271e-156,"Venous_EC","HLA-DRA"
1.27289606098632e-146,1.30454812621795,0.19,0.015,2.16035919470598e-142,"Venous_EC","CCL23"
3.2349580073492e-144,1.37223454802654,0.648,0.371,5.49037073007306e-140,"Venous_EC","CLU"
3.46231075852553e-144,1.44606071845184,0.372,0.107,5.87623381936953e-140,"Venous_EC","PTGDS"
1.0404451181804e-142,1.23687256420098,0.371,0.104,1.76584345457577e-138,"Venous_EC","APLNR"
8.3324182242845e-141,0.984993725828829,0.278,0.053,1.41417802102556e-136,"Venous_EC","HAPLN3"
2.6185463549802e-136,0.987933879744669,0.758,0.461,4.44419687367239e-132,"Venous_EC","CLDN5"
7.17138632686397e-135,0.947777057406957,0.357,0.099,1.21712768739535e-130,"Venous_EC","OLFM1"
8.77914843940028e-126,0.947237078012429,0.791,0.536,1.48999707313502e-121,"Venous_EC","VWF"
2.56014717372108e-125,1.00635633857043,0.284,0.065,4.34508178323942e-121,"Venous_EC","LYST"
5.03454106510223e-122,0.806656737764291,0.218,0.034,8.54462309569151e-118,"Venous_EC","CSF2RB"
1.71040673461037e-119,0.651436454172546,0.908,0.774,2.90290230998072e-115,"Venous_EC","FKBP1A"
3.08425838286773e-114,0.752803428574794,0.504,0.223,5.23460332740312e-110,"Venous_EC","KCTD12"
4.76113922074576e-109,0.750006418103339,0.465,0.197,8.08060548544971e-105,"Venous_EC","RASA4"
6.06206254564051e-107,0.809537473981365,0.457,0.193,1.02885325524611e-102,"Venous_EC","MARCKS"
1.21576927785833e-106,0.88272965033138,0.44,0.181,2.06340361838115e-102,"Venous_EC","CEMIP2"
2.72329509673396e-103,0.799675177310026,0.269,0.07,4.62197643817688e-99,"Venous_EC","LPCAT4"
3.02238149504935e-101,0.840948757151094,0.516,0.252,5.12958587339776e-97,"Venous_EC","SNCG"
1.10533372081437e-100,0.626935444880444,0.87,0.723,1.87597239096615e-96,"Venous_EC","CST3"
1.01534633072704e-97,0.721863725602022,0.739,0.494,1.72324579250994e-93,"Venous_EC","PABPC1"
4.07264647114989e-97,0.906643987968587,0.316,0.103,6.9120955908356e-93,"Venous_EC","HLA-DQA1"
2.13516474707205e-96,0.623648429034296,0.134,0.012,3.62380160873069e-92,"Venous_EC","CLEC7A"
1.94973293973069e-94,0.789136335311446,0.65,0.401,3.30908674531092e-90,"Venous_EC","HMGN3"
5.92167166096111e-92,0.629245186192543,0.144,0.016,1.00502611429832e-87,"Venous_EC","TIAM1"
8.8704010594139e-92,0.780628437065821,0.554,0.296,1.50548446780373e-87,"Venous_EC","MARCKSL1"
4.62471876728224e-90,0.787295124518796,0.566,0.31,7.84907269183141e-86,"Venous_EC","NAMPT"
2.57294442441907e-89,0.786207789964362,0.26,0.074,4.36680127712405e-85,"Venous_EC","STAB1"
5.28872332651694e-89,0.943854621402964,0.432,0.205,8.97602122976455e-85,"Venous_EC","TGM2"
1.25188747738666e-88,0.701865699164519,0.333,0.122,2.12470342662063e-84,"Venous_EC","TPD52L1"
3.78591060398824e-88,0.791276005666296,0.72,0.532,6.42544747708884e-84,"Venous_EC","ZNF385D"
1.03895101337762e-87,0.644882408869699,0.128,0.012,1.76330765990449e-83,"Venous_EC","EPB41L3"
8.23987893967851e-87,0.956421205174062,0.57,0.332,1.39847225364224e-82,"Venous_EC","NCOA7"
4.66319699670721e-86,0.748277019410801,0.199,0.043,7.91437794281147e-82,"Venous_EC","ROBO1"
7.709943783194e-86,0.989577403085851,0.208,0.048,1.30853165888369e-81,"Venous_EC","CYP1B1"
1.33232743537586e-84,0.785958646480845,0.394,0.17,2.26122612331992e-80,"Venous_EC","TGFBR3"
1.7179051062581e-84,0.730400782648342,0.332,0.125,2.91562854634124e-80,"Venous_EC","SMAD1"
2.31267603056842e-84,0.67359613796553,0.411,0.182,3.92507375908072e-80,"Venous_EC","ENTPD1"
3.46547671806849e-84,0.689200998039234,0.36,0.144,5.88160708590584e-80,"Venous_EC","SHC1"
5.29214454956426e-84,0.677324414076301,0.235,0.064,8.98182772952047e-80,"Venous_EC","MYOF"
1.08059490528114e-83,0.717239263045368,0.526,0.279,1.83398567324315e-79,"Venous_EC","SH3BP5"
1.16693463285757e-83,0.69646300939661,0.703,0.472,1.98052145888587e-79,"Venous_EC","HLA-DPB1"
2.04882582512569e-83,0.816597155772488,0.282,0.094,3.47726719040333e-79,"Venous_EC","PRXL2A"
5.09286931750769e-83,0.582527345563997,0.164,0.029,8.64361780567404e-79,"Venous_EC","LHX6"
5.73638079648542e-83,0.581425599880745,0.592,0.34,9.73578548779506e-79,"Venous_EC","TSHZ2"
5.98364293308703e-82,0.652916056992642,0.756,0.549,1.01554387860353e-77,"Venous_EC","SDCBP"
2.22921775325656e-80,0.699712973222222,0.442,0.212,3.78342837082703e-76,"Venous_EC","THSD7A"
7.9008669728163e-79,0.781236060930215,0.242,0.072,1.34093514262638e-74,"Venous_EC","CNTNAP3B"
1.28239328055829e-78,0.687120033276074,0.258,0.081,2.17647787576353e-74,"Venous_EC","FAM171A1"
6.21307127754041e-78,0.616770309505491,0.201,0.051,1.05448245722416e-73,"Venous_EC","CPXM2"
3.60310214527851e-77,0.732493166486342,0.294,0.106,6.11518496096669e-73,"Venous_EC","RALGAPA2"
1.16626517447771e-76,0.612254664998841,0.156,0.028,1.97938525412357e-72,"Venous_EC","MYRIP"
2.56647250163844e-76,0.727711782815055,0.244,0.075,4.35581712978075e-72,"Venous_EC","FOXC1"
2.43051005968541e-75,0.671351415593929,0.308,0.117,4.12506167329807e-71,"Venous_EC","DAAM1"
2.66513963959917e-75,0.619803364211143,0.672,0.437,4.5232749963277e-71,"Venous_EC","JAM2"
4.99473096053295e-75,0.732074260455432,0.424,0.205,8.47705738621653e-71,"Venous_EC","SLC38A2"
6.28299689245698e-75,0.483582966122876,0.178,0.043,1.0663502325878e-70,"Venous_EC","MEOX1"
2.58519471218967e-74,0.720991358876753,0.356,0.153,4.38759246552832e-70,"Venous_EC","RAI14"
1.06202153239921e-73,0.542303403222775,0.132,0.02,1.80246294478794e-69,"Venous_EC","LEF1"
1.11318712728751e-73,0.768260244613146,0.332,0.136,1.88930119243236e-69,"Venous_EC","HHEX"
2.1499632900917e-73,0.623056389714963,0.759,0.55,3.64891769594364e-69,"Venous_EC","HLA-DPA1"
7.00009215304195e-73,0.705082871982447,0.579,0.353,1.18805564021428e-68,"Venous_EC","FOXP1"
1.48240158395821e-71,0.64257253045646,0.304,0.119,2.51593196829388e-67,"Venous_EC","TNFRSF6B"
1.73445842706477e-71,0.590146780047176,0.69,0.464,2.94372284241434e-67,"Venous_EC","IL6ST"
5.19577107902106e-71,0.57903124885307,0.112,0.012,8.81826267531454e-67,"Venous_EC","CDKN3"
5.37864836746214e-70,1.21544794809626,0.12,0.016,9.12864200925675e-66,"Venous_EC","SELE"
3.05017800020858e-68,0.639659426470667,0.39,0.185,5.17676210195399e-64,"Venous_EC","PKP4"
3.94145226573308e-68,0.576526389145779,0.218,0.066,6.68943278540218e-64,"Venous_EC","C1orf21"
6.83223786169337e-68,0.437702850892174,0.272,0.102,1.1595674098866e-63,"Venous_EC","CALML4"
1.05891422026797e-67,0.635435976068266,0.12,0.017,1.79718921463879e-63,"Venous_EC","CTTNBP2"
2.3927882262895e-67,0.652087652699759,0.79,0.622,4.06104017765854e-63,"Venous_EC","HLA-DRB1"
5.97427429261701e-67,0.653237098786656,0.321,0.136,1.01395383294296e-62,"Venous_EC","ASPH"
4.05715046841676e-66,0.621731362598455,0.523,0.302,6.88579577499693e-62,"Venous_EC","PCDH17"
1.36956526976481e-65,0.553168694832671,0.166,0.039,2.32442617584484e-61,"Venous_EC","PTAFR"
5.89517497401803e-65,0.571520500305302,0.67,0.453,1.00052909659034e-60,"Venous_EC","ECSCR"
2.62390675657425e-64,0.662020483571119,0.292,0.119,4.45329454725781e-60,"Venous_EC","ATP8B1"
3.41743807091745e-64,0.587975893880232,0.442,0.235,5.8000758939611e-60,"Venous_EC","DIPK2B"
4.4792891092424e-64,0.709780528061302,0.26,0.097,7.6022494762062e-60,"Venous_EC","CNKSR3"
1.00995787846511e-62,0.546300747271061,0.657,0.438,1.71410051133098e-58,"Venous_EC","CALCRL"
1.84490943363036e-62,0.579161962405751,0.2,0.061,3.13118029075745e-58,"Venous_EC","ZNF521"
2.11294726721465e-62,0.52079295583586,0.13,0.024,3.5860941019167e-58,"Venous_EC","KLHL3"
1.10418411280944e-61,0.466590656429868,0.831,0.65,1.87402127626019e-57,"Venous_EC","TGFBR2"
1.52290461909146e-61,0.644340548591621,0.672,0.476,2.58467371952202e-57,"Venous_EC","LY6E"
1.54089172349684e-61,0.586630423270442,0.394,0.199,2.61520143311884e-57,"Venous_EC","LY96"
9.21908220802055e-61,0.52855249043075,0.25,0.095,1.56466263234525e-56,"Venous_EC","PPP2R5A"
1.1342836522213e-60,0.568775740182963,0.701,0.512,1.92510621454999e-56,"Venous_EC","EEF1B2"
4.94126193714057e-60,0.651229322847599,0.252,0.096,8.38630975971497e-56,"Venous_EC","TSPAN6"
1.46175008950032e-59,0.63367086927915,0.473,0.268,2.48088225189994e-55,"Venous_EC","MRTFB"
2.98875206163496e-59,0.582201195959571,0.137,0.029,5.07250999900685e-55,"Venous_EC","SESN3"
4.29887157954623e-59,0.56562675984421,0.184,0.054,7.29604484480586e-55,"Venous_EC","TBC1D4"
6.39971137704489e-59,0.592208397501766,0.374,0.186,1.08615901491206e-54,"Venous_EC","MPZL2"
9.59455887115032e-59,0.614856295039087,0.282,0.119,1.62838853161163e-54,"Venous_EC","RBP5"
1.19286585748546e-57,0.536282848193369,0.3,0.133,2.02453193332433e-53,"Venous_EC","COTL1"
3.75260161531303e-57,0.589514998649694,0.404,0.213,6.36891546150928e-53,"Venous_EC","CFI"
6.96823624333299e-57,0.585729467023559,0.228,0.085,1.18264905521848e-52,"Venous_EC","FBLN2"
8.88068487195998e-57,0.96965952455634,0.156,0.042,1.50722983646905e-52,"Venous_EC","VCAM1"
9.29857902871651e-57,0.561958005315442,0.218,0.077,1.57815483275377e-52,"Venous_EC","TESC"
1.19800596577962e-56,0.482405463750719,0.258,0.106,2.03325572512117e-52,"Venous_EC","ST6GAL1"
8.36015669678434e-56,0.369790325386516,0.46,0.272,1.41888579457824e-51,"Venous_EC","CFH"
1.30580262533431e-55,0.588836544064724,0.37,0.188,2.21620821571739e-51,"Venous_EC","RELL1"
4.36179741656013e-55,0.55675938438543,0.326,0.154,7.40284257538584e-51,"Venous_EC","ITGB4"
7.72368689448659e-55,0.535106918334074,0.672,0.477,1.31086413973226e-50,"Venous_EC","ZFP36L1"
1.70673924817979e-54,0.526117849030971,0.761,0.589,2.89667785201073e-50,"Venous_EC","PDLIM1"
2.29476002065378e-54,0.507145775001113,0.389,0.207,3.8946667070536e-50,"Venous_EC","CD55"
2.42950382951313e-54,0.521321617886795,0.182,0.057,4.12335389944968e-50,"Venous_EC","DOC2B"
5.14689117079227e-54,0.349271180773027,0.883,0.726,8.73530369506863e-50,"Venous_EC","PECAM1"
1.07982640183176e-53,0.512083481980875,0.753,0.591,1.83268136918886e-49,"Venous_EC","GNG5"
3.24537021032307e-53,0.516705319154979,0.175,0.053,5.50804232096032e-49,"Venous_EC","SLC40A1"
3.18249445166818e-52,0.540678204419579,0.204,0.072,5.40132958337124e-48,"Venous_EC","KRT222"
4.04566492600331e-52,0.576681158682814,0.245,0.099,6.86630251241282e-48,"Venous_EC","SPTLC2"
1.25981084762494e-51,0.334148134549691,0.717,0.523,2.13815097058904e-47,"Venous_EC","CD93"
1.74210343058937e-51,0.58411173986269,0.4,0.219,2.95669794239628e-47,"Venous_EC","UGCG"
3.55661527617369e-51,0.47691154583809,0.219,0.085,6.03628744672198e-47,"Venous_EC","CD109"
5.51040604835432e-51,0.587748216311958,0.202,0.071,9.35226114526695e-47,"Venous_EC","ST8SIA4"
1.74855633639103e-50,0.518654909725805,0.253,0.107,2.96764981412286e-46,"Venous_EC","TCN2"
2.97075514856058e-50,0.512950410662043,0.283,0.129,5.04196563813702e-46,"Venous_EC","SEMA6A"
8.90174009806936e-50,0.45242047704206,0.622,0.426,1.51080332944433e-45,"Venous_EC","TNFRSF1A"
3.10277985902387e-49,0.447791840521799,0.872,0.747,5.26603797673531e-45,"Venous_EC","IGFBP4"
1.14728995527673e-48,0.53431328574389,0.35,0.181,1.94718051209567e-44,"Venous_EC","HIPK3"
3.03481271053523e-48,0.435239245806733,0.766,0.587,5.1506841323204e-44,"Venous_EC","RAMP3"
3.04972897847594e-48,0.443262037250416,0.384,0.212,5.17600002226936e-44,"Venous_EC","SNTB2"
8.41038009451843e-48,0.564931822760205,0.18,0.061,1.42740970964167e-43,"Venous_EC","PLA1A"
1.41470276503924e-47,0.322931376702329,0.91,0.807,2.4010335328246e-43,"Venous_EC","GAPDH"
7.31235672172538e-47,0.465575954696909,0.561,0.371,1.24105318281123e-42,"Venous_EC","CLEC2B"
9.87554162683329e-47,0.493658334571474,0.344,0.18,1.67607692490615e-42,"Venous_EC","REV3L"
1.01104609816693e-46,0.691696350432481,0.334,0.172,1.71594743780892e-42,"Venous_EC","ICAM1"
1.22096279127428e-46,0.539960695377075,0.446,0.266,2.0722180493507e-42,"Venous_EC","HIF1A"
1.46988507188164e-46,0.472415437832248,0.342,0.18,2.49468894399752e-42,"Venous_EC","SERPINB1"
1.33671407157824e-45,0.470730855921623,0.531,0.345,2.26867112228258e-41,"Venous_EC","HLA-DMA"
1.6975509557884e-45,0.503709887020915,0.458,0.278,2.88108348216407e-41,"Venous_EC","MALL"
1.87936011157983e-45,0.525427356080912,0.347,0.184,3.18964998137328e-41,"Venous_EC","GBP2"
6.09380785801417e-45,0.621224199151753,0.342,0.182,1.03424106966216e-40,"Venous_EC","ATP2B1"
6.13988742934187e-45,0.458966794355171,0.23,0.097,1.0420616945079e-40,"Venous_EC","GNG12"
2.10229647357809e-44,0.53048174668594,0.403,0.233,3.56801757495674e-40,"Venous_EC","CTNNAL1"
3.47396076397269e-44,0.495234092407988,0.338,0.18,5.89600620861445e-40,"Venous_EC","MDK"
7.42716636272784e-44,0.523985281748769,0.284,0.138,1.26053867508217e-39,"Venous_EC","RHOJ"
1.8852162984694e-43,0.450705330815937,0.501,0.322,3.19958910176227e-39,"Venous_EC","ELK3"
2.06190395574404e-43,0.528537350015054,0.421,0.25,3.49946339368879e-39,"Venous_EC","PIM3"
5.4762540258261e-43,0.403308885791454,0.174,0.065,9.29429833263205e-39,"Venous_EC","LRATD2"
4.42645024781641e-42,0.635598898537401,0.28,0.137,7.51257136059401e-38,"Venous_EC","ADM5"
6.0819321549286e-42,0.411862576150207,0.553,0.374,1.03222552533448e-37,"Venous_EC","ITGA6"
1.66407387418358e-41,0.472537266741667,0.341,0.187,2.82426617926437e-37,"Venous_EC","PPP3CA"
1.88837594907429e-41,0.425083917685991,0.613,0.436,3.20495166076888e-37,"Venous_EC","PTMS"
5.51377012408025e-41,0.480405907465257,0.289,0.146,9.357970654589e-37,"Venous_EC","CTSS"
