"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HSPA1B",6.21404961981499e-131,0.912858437261437,0.364,0.1,1.01674279879413e-126,"6","HSPA1B"
"SEC14L1",6.22239966077918e-130,0.374036875778253,0.273,0.051,1.01810903249669e-125,"6","SEC14L1"
"PIK3IP1",3.18759718028572e-129,-0.549514461955645,0.049,0.345,5.21554650638349e-125,"6","PIK3IP1"
"SRM",1.26199827391377e-128,0.404326598476123,0.295,0.069,2.06488157577772e-124,"6","SRM"
"SPATS2",2.12726725428895e-128,0.320367860440825,0.246,0.039,3.48063468146757e-124,"6","SPATS2"
"PTPRCAP",1.36856132705368e-125,-0.519149070591134,0.188,0.523,2.23924004332523e-121,"6","PTPRCAP"
"SUB1",1.38125046556443e-123,0.696838431049243,0.717,0.512,2.26000201175652e-119,"6","SUB1"
"TMBIM6",1.57491926001739e-122,0.699198061137308,0.653,0.417,2.57688289324046e-118,"6","TMBIM6"
"UBC",1.34925379450359e-121,0.819345471946964,0.843,0.669,2.20764905856677e-117,"6","UBC"
"PPY",8.76901027270014e-118,0.618892930531737,0.252,0.056,1.4347854608192e-113,"6","PPY"
"SEC61G",7.70141135033905e-116,0.669900317649575,0.617,0.348,1.26010492514248e-111,"6","SEC61G"
"ALG5",1.27867778366436e-115,0.373181904342652,0.293,0.069,2.09217258963163e-111,"6","ALG5"
"OSTC",1.31359916078623e-115,0.534179363690062,0.449,0.195,2.14931094687843e-111,"6","OSTC"
"ARSA",1.42473624859531e-114,0.282382694769867,0.212,0.032,2.33115344995165e-110,"6","ARSA"
"BCL2L11",6.701231709473e-114,0.336157493056408,0.21,0.034,1.09645553230397e-109,"6","BCL2L11"
"CD53",2.36133277466274e-113,-0.599098138732492,0.189,0.499,3.86361268590317e-109,"6","CD53"
"SYVN1",4.24681666113177e-113,0.296057491338453,0.218,0.035,6.9486414209438e-109,"6","SYVN1"
"PTP4A3",1.07407070403234e-111,0.383452070923466,0.21,0.038,1.75739448593771e-107,"6","PTP4A3"
"FOS",7.97874732845231e-111,0.772389213568686,0.52,0.229,1.30548263788137e-106,"6","FOS"
"ZNF706",1.91974670715986e-110,0.537315001516247,0.513,0.232,3.14108956225497e-106,"6","ZNF706"
"CANX",1.46249772603632e-109,0.461168140491215,0.403,0.137,2.39293877934062e-105,"6","CANX"
"ISG20",5.7663965590558e-108,0.637588685506555,0.63,0.431,9.43497804992711e-104,"6","ISG20"
"FYB1",2.22337295196265e-107,-0.491627321040823,0.032,0.278,3.63788282400129e-103,"6","FYB1"
"COPE",2.56974105894227e-106,0.546880316775348,0.552,0.303,4.20461032064134e-102,"6","COPE"
"CORO1B",2.32910087105985e-105,-0.527666669729369,0.354,0.671,3.81087484522813e-101,"6","CORO1B"
"GZMA",6.49710757249893e-105,-0.87072684847931,0.068,0.318,1.06305674101227e-100,"6","GZMA"
"PFN1",2.47129818677687e-104,-0.790095108159526,0.641,0.823,4.04353809320432e-100,"6","PFN1"
"ERGIC3",3.87219092815225e-104,0.473657812473952,0.4,0.15,6.33567879664272e-100,"6","ERGIC3"
"TMED2",1.87014101629928e-103,0.520754259354669,0.453,0.216,3.05992473086888e-99,"6","TMED2"
"GIMAP7",2.09278731826362e-103,-0.523626110273986,0.042,0.288,3.42421861014294e-99,"6","GIMAP7"
"COTL1",3.88765098083622e-103,-0.59584509624582,0.103,0.378,6.36097453484422e-99,"6","COTL1"
"TPST2",2.59857022691785e-101,0.329081565221136,0.252,0.06,4.25178060528298e-97,"6","TPST2"
"GPR171",1.13153285393039e-100,-0.441274130037131,0.014,0.226,1.85141405560091e-96,"6","GPR171"
"JUN",3.85873618549113e-100,0.887293922702185,0.541,0.304,6.31366414670058e-96,"6","JUN"
"APOE",1.33877434059085e-99,0.518178126395104,0.442,0.187,2.19050257607475e-95,"6","APOE"
"CST3",1.81080057471296e-99,0.632886982331563,0.574,0.306,2.96283190034534e-95,"6","CST3"
"CST7",7.38413672664583e-99,-0.5834781098574,0.044,0.28,1.20819245121379e-94,"6","CST7"
"DNAJC3",8.39251751134008e-99,0.345675218302345,0.266,0.065,1.37318371520546e-94,"6","DNAJC3"
"NANS",1.11608108925226e-98,0.290001653289554,0.24,0.05,1.82613187823455e-94,"6","NANS"
"RHOB",2.49697492783855e-98,0.412642928816212,0.259,0.06,4.08555037692943e-94,"6","RHOB"
"KLRB1",2.49708443919312e-98,-0.995267956477136,0.048,0.274,4.08572955940778e-94,"6","KLRB1"
"CHID1",6.28091350240082e-98,0.309899441036621,0.234,0.05,1.02768306726282e-93,"6","CHID1"
"CD3G",1.1996235779737e-97,-0.395898304785311,0.018,0.231,1.96282409828057e-93,"6","CD3G"
"ARF4",6.48989253238025e-97,0.445410470396458,0.386,0.137,1.06187621614806e-92,"6","ARF4"
"TPD52",1.06727309726514e-96,0.413036526990868,0.369,0.126,1.74627224174522e-92,"6","TPD52"
"TYMP",4.49210015235004e-95,0.456285120075796,0.39,0.138,7.34997426927513e-91,"6","TYMP"
"LGALS1",1.89382497508371e-94,0.708306700763633,0.716,0.446,3.09867642423197e-90,"6","LGALS1"
"GLRX",5.92479751048581e-94,0.475318951386992,0.366,0.155,9.69415368665688e-90,"6","GLRX"
"PRDX5",6.61344499018678e-93,0.554583826797694,0.576,0.301,1.08209186929436e-88,"6","PRDX5"
"NME2",6.9251601332933e-93,0.407425885260601,0.523,0.295,1.13309470100945e-88,"6","NME2"
"CLEC2D",6.9534020182942e-93,-0.465378679682264,0.073,0.322,1.1377156382333e-88,"6","CLEC2D"
"DERL1",2.31652000315082e-92,0.348599116197764,0.304,0.093,3.79029002915538e-88,"6","DERL1"
"TXNIP",2.79972629453745e-92,-0.691626323478801,0.597,0.795,4.58091216312218e-88,"6","TXNIP"
"HNRNPA1",2.86780103717822e-92,-0.611655506431376,0.664,0.832,4.69229605703101e-88,"6","HNRNPA1"
"DNAJC1",8.08478511698247e-92,0.364894198310022,0.326,0.103,1.32283254084067e-87,"6","DNAJC1"
"SAR1B",1.14489130454889e-90,0.309017256292396,0.255,0.064,1.87327115250289e-86,"6","SAR1B"
"HLA-DPB1",9.15721168049672e-90,-0.913167806791322,0.23,0.482,1.49830297516287e-85,"6","HLA-DPB1"
"CALR",1.5088334348332e-89,0.550385764355324,0.55,0.273,2.46875326607408e-85,"6","CALR"
"DNAJB11",1.78829236654023e-89,0.349596164580543,0.258,0.072,2.92600397013312e-85,"6","DNAJB11"
"NME1",4.36217716971932e-89,0.355231056227926,0.31,0.093,7.13739428509475e-85,"6","NME1"
"NKG7",8.34630874933005e-89,-1.08308583169899,0.114,0.329,1.36562303756538e-84,"6","NKG7"
"MYL12A",5.06494252105473e-88,-0.611325933235898,0.504,0.743,8.28725895294974e-84,"6","MYL12A"
"HLA-DPA1",6.26584343565027e-88,-0.895805205155511,0.232,0.468,1.0252173029411e-83,"6","HLA-DPA1"
"METTL7A",6.27546892663319e-88,0.30894029495965,0.235,0.056,1.02679222577572e-83,"6","METTL7A"
"TOR3A",7.75608472783843e-87,0.29376969626371,0.222,0.058,1.26905058316892e-82,"6","TOR3A"
"MGP",6.91802448766423e-86,0.504419586865046,0.476,0.239,1.13192716667162e-81,"6","MGP"
"GLCCI1",1.53360722551905e-85,0.281349664684108,0.219,0.049,2.50928814239426e-81,"6","GLCCI1"
"MS4A1",2.36485611309914e-85,-0.761433355456408,0.044,0.244,3.86937757225282e-81,"6","MS4A1"
"IFNAR2",2.9119927751361e-85,0.332968589284644,0.277,0.084,4.76460257867769e-81,"6","IFNAR2"
"CALU",2.9869021933217e-85,0.310385919215991,0.235,0.056,4.88716936871297e-81,"6","CALU"
"IFITM3",4.57650650444363e-85,0.678153618595523,0.64,0.39,7.48807994257067e-81,"6","IFITM3"
"MMP7",1.66749511510129e-84,1.10924275230453,0.341,0.117,2.72835550732873e-80,"6","MMP7"
"UFM1",4.94893836006881e-84,0.366095391250545,0.333,0.114,8.09745294474459e-80,"6","UFM1"
"STK17A",5.55358049260162e-84,-0.413422502376949,0.088,0.332,9.08676840199477e-80,"6","STK17A"
"IFI27",2.30239391582394e-83,0.630841388948049,0.489,0.236,3.76717692507114e-79,"6","IFI27"
"DDIT4",4.38203475637989e-82,0.684949506736642,0.593,0.409,7.16988526838877e-78,"6","DDIT4"
"ACADVL",2.33609885629814e-81,0.378154992187508,0.354,0.13,3.82232494867501e-77,"6","ACADVL"
"LIMD2",5.29749466055652e-80,-0.479738113941769,0.12,0.361,8.66776076360259e-76,"6","LIMD2"
"ATP6V0B",8.12168873846446e-80,0.454556553774556,0.421,0.185,1.32887071138755e-75,"6","ATP6V0B"
"SSR1",1.7934217283563e-79,0.363862066848368,0.335,0.128,2.93439663193658e-75,"6","SSR1"
"RAC2",2.09680711197776e-79,-0.503112172983121,0.203,0.455,3.43079579661801e-75,"6","RAC2"
"CCPG1",3.29249074023733e-79,0.297891847378943,0.241,0.066,5.38717334917632e-75,"6","CCPG1"
"S100A4",3.70039029399708e-79,-0.869956531740338,0.497,0.663,6.05457859903803e-75,"6","S100A4"
"PRDX1",4.82797469015704e-79,0.50291436966432,0.566,0.304,7.89953218803496e-75,"6","PRDX1"
"TOMM7",1.0831734322636e-78,-0.622474557571918,0.516,0.723,1.7722883698697e-74,"6","TOMM7"
"SLC38A2",1.47010854956954e-78,0.296797248382161,0.22,0.052,2.40539160880569e-74,"6","SLC38A2"
"HSH2D",4.18487696598446e-78,0.284595417086411,0.242,0.066,6.84729569174377e-74,"6","HSH2D"
"CUTA",3.3215976576837e-77,0.4901063403899,0.573,0.346,5.43479808750207e-73,"6","CUTA"
"LCK",1.29758655020556e-76,-0.356110378805014,0.044,0.244,2.12311111344634e-72,"6","LCK"
"CD8A",8.69374002772204e-76,-0.432200656637146,0.026,0.206,1.42246974333588e-71,"6","CD8A"
"IFI6",1.03494393527837e-75,0.706920168326404,0.375,0.199,1.69337526690247e-71,"6","IFI6"
"COMMD6",3.18269617009844e-75,-0.554728968178152,0.402,0.636,5.20752747351507e-71,"6","COMMD6"
"GZMK",5.10449767331042e-74,-0.819521137729159,0.047,0.221,8.35197909307051e-70,"6","GZMK"
"DAD1",6.85209025106126e-74,0.507053518761902,0.55,0.325,1.12113900687864e-69,"6","DAD1"
"REEP5",1.39785677984962e-72,0.424759629318605,0.45,0.219,2.28717326318994e-68,"6","REEP5"
"CNPY2",1.90019519729309e-72,0.374526369800574,0.286,0.1,3.10909938181095e-68,"6","CNPY2"
"GPSM3",4.9305944576533e-72,-0.400224881754306,0.117,0.342,8.06743865161233e-68,"6","GPSM3"
"SPP1",1.40415240309256e-70,0.408381433624265,0.428,0.203,2.29747416194005e-66,"6","SPP1"
"VOPP1",1.13023510059984e-69,0.321046515490437,0.3,0.116,1.84929067160146e-65,"6","VOPP1"
"LCP1",3.65360016340575e-69,-0.371765717790123,0.076,0.284,5.97802058736448e-65,"6","LCP1"
"TECR",4.49063293156748e-69,0.365811137292423,0.38,0.173,7.34757360263071e-65,"6","TECR"
"HLA-E",1.94611962681555e-68,-0.503853239417217,0.595,0.759,3.1842409333956e-64,"6","HLA-E"
"TMEM205",3.20811363175552e-68,0.306466072183344,0.241,0.073,5.24911552427838e-64,"6","TMEM205"
"NDUFA1",3.79251781793456e-68,0.507885517478431,0.586,0.399,6.20531765370452e-64,"6","NDUFA1"
"KRT10",4.15990482851943e-68,0.412377409129116,0.458,0.239,6.8064362804235e-64,"6","KRT10"
"MDK",2.12583885526669e-67,0.342142727628237,0.256,0.08,3.47829753498735e-63,"6","MDK"
"CCL4",5.77464834687552e-67,-1.16273135549697,0.175,0.359,9.44847962515772e-63,"6","CCL4"
"LAMP2",1.08531781105922e-66,0.286971807697998,0.228,0.066,1.7757970024551e-62,"6","LAMP2"
"GMFG",3.24684598392599e-66,-0.473018504881913,0.276,0.505,5.3124893988997e-62,"6","GMFG"
"SPOCK2",3.5490354091998e-66,-0.339401643718711,0.041,0.218,5.80693173653271e-62,"6","SPOCK2"
"SH3BGRL3",4.40581396386145e-66,-0.583772577807018,0.587,0.767,7.20879280767011e-62,"6","SH3BGRL3"
"PLD3",5.02695626469077e-66,0.281186607027349,0.224,0.064,8.22510584028704e-62,"6","PLD3"
"VKORC1",6.89342899267628e-66,0.320489184595748,0.289,0.103,1.12790285178169e-61,"6","VKORC1"
"AKR1A1",1.11596251141736e-65,0.313739697779365,0.28,0.099,1.82593786118109e-61,"6","AKR1A1"
"GIMAP4",1.81327431620292e-65,-0.374322123966758,0.055,0.239,2.96687943617121e-61,"6","GIMAP4"
"MLEC",4.24029285426125e-65,0.28385200852278,0.241,0.074,6.93796716814226e-61,"6","MLEC"
"TMEM147",1.57702710343658e-64,0.37236859753732,0.334,0.136,2.58033174664294e-60,"6","TMEM147"
"CD96",6.53087757498823e-64,-0.314152071470691,0.039,0.214,1.06858218881957e-59,"6","CD96"
"ALOX5AP",2.93810129820874e-63,-0.474228194519857,0.133,0.345,4.80732134412914e-59,"6","ALOX5AP"
"CFL1",5.96681058639022e-63,-0.534964079821723,0.6,0.778,9.76289548145167e-59,"6","CFL1"
"DPP7",8.32110789261221e-63,0.34360070755627,0.381,0.176,1.36149967338921e-58,"6","DPP7"
"DNAJB1",2.1257203139044e-62,0.663367682126537,0.282,0.136,3.47810357761038e-58,"6","DNAJB1"
"SOCS3",3.11662003380138e-62,0.32439367843921,0.202,0.06,5.09941369930582e-58,"6","SOCS3"
"CHCHD10",3.84377884220058e-62,0.404953738925068,0.425,0.221,6.28919094160859e-58,"6","CHCHD10"
"NDUFB11",1.11635708655403e-60,0.414812439007916,0.539,0.32,1.8265834650197e-56,"6","NDUFB11"
"OST4",7.40755781283864e-60,0.462895479393854,0.79,0.668,1.21202460933666e-55,"6","OST4"
"PLAAT4",1.24680822595783e-59,-0.417518906759727,0.142,0.354,2.04002761931219e-55,"6","PLAAT4"
"ERGIC2",6.70698358666019e-59,0.279697564241554,0.272,0.102,1.09739665444934e-54,"6","ERGIC2"
"APOC1",6.8378977209724e-59,0.341858561739673,0.266,0.101,1.1188168251055e-54,"6","APOC1"
"ETS1",2.6333203480485e-58,-0.315543232566268,0.052,0.22,4.30863875347695e-54,"6","ETS1"
"RAB3B",2.90811782177956e-58,-0.473997855574285,0.501,0.71,4.75826237999571e-54,"6","RAB3B"
"CELF2",3.27646747270982e-58,-0.348366808784569,0.1,0.299,5.36095607884782e-54,"6","CELF2"
"GRN",5.03235942347658e-58,0.333499807992832,0.293,0.113,8.23394648869237e-54,"6","GRN"
"GPX1",6.72045192606006e-58,0.405744224243438,0.52,0.296,1.09960034414195e-53,"6","GPX1"
"ATRAID",1.085234133869e-57,0.343457943646034,0.383,0.187,1.77566008983646e-53,"6","ATRAID"
"DEK",1.50851920617567e-57,-0.313173737825156,0.061,0.241,2.46823912514463e-53,"6","DEK"
"CISD2",5.78707809417023e-57,0.256592892621842,0.244,0.085,9.46881717768133e-53,"6","CISD2"
"NENF",9.18355841218173e-57,0.301840191564967,0.274,0.107,1.50261382740117e-52,"6","NENF"
"NABP1",1.05580931617601e-56,-0.654110018708514,0.464,0.642,1.72751520312719e-52,"6","NABP1"
"ATOX1",2.06344276523427e-56,0.296191013895276,0.302,0.121,3.37620505247632e-52,"6","ATOX1"
"SERPINA1",4.79884574146029e-56,0.385930103355421,0.227,0.074,7.85187140217733e-52,"6","SERPINA1"
"PABPC4",1.01052038956872e-55,0.258906385890054,0.258,0.094,1.65341346141234e-51,"6","PABPC4"
"TNFAIP8",1.60541083667735e-55,-0.313397747804101,0.074,0.255,2.62677321097148e-51,"6","TNFAIP8"
"CITED2",6.5490238853808e-55,0.382943555944579,0.259,0.108,1.07155128812601e-50,"6","CITED2"
"ARL6IP5",6.81502129325345e-55,-0.381284105039516,0.198,0.414,1.11507378400213e-50,"6","ARL6IP5"
"COL1A1",1.79121952948543e-54,0.484204687370846,0.309,0.172,2.93079339414406e-50,"6","COL1A1"
"BTF3",3.48056388327475e-54,-0.458354790402249,0.629,0.776,5.69489862581414e-50,"6","BTF3"
"ADIRF",5.99141856814813e-54,0.258579293511219,0.276,0.106,9.80315906120397e-50,"6","ADIRF"
"PPP1R15A",8.92073358918857e-54,0.386253218394054,0.257,0.102,1.45961042986303e-49,"6","PPP1R15A"
"COX5A",1.01988190503477e-53,0.386720584926228,0.463,0.256,1.66873077301789e-49,"6","COX5A"
"TBC1D10C",1.49602013753511e-53,-0.281546816749178,0.067,0.241,2.44778814903495e-49,"6","TBC1D10C"
"FXYD2",2.00519831819245e-53,0.674841709720819,0.306,0.169,3.28090548822649e-49,"6","FXYD2"
"SEPTIN7",3.39542097013695e-53,-0.380462833617835,0.191,0.402,5.55558779133807e-49,"6","SEPTIN7"
"HMGB2",3.72071860169878e-53,-0.547961210337431,0.197,0.397,6.08783977609955e-49,"6","HMGB2"
"NDUFB7",4.55922578337303e-53,0.338981325632575,0.442,0.234,7.45980522675495e-49,"6","NDUFB7"
"SPINK1",1.38636643530678e-52,0.740592770754357,0.445,0.241,2.26837276144895e-48,"6","SPINK1"
"SPARC",2.76716041617742e-52,0.370044480980102,0.364,0.174,4.5276278729495e-48,"6","SPARC"
"ATP5PF",3.27750508274267e-52,0.382206510937463,0.53,0.322,5.36265381638356e-48,"6","ATP5PF"
"MTDH",4.29773767490165e-52,0.379981492854441,0.421,0.235,7.03195838367407e-48,"6","MTDH"
"RAB1A",4.44326748501862e-52,0.292827874850009,0.303,0.128,7.27007425898746e-48,"6","RAB1A"
"C2CD3",8.04196843748842e-52,-0.477330803420843,0.497,0.685,1.31582687574186e-47,"6","C2CD3"
"DDOST",1.1560896279033e-51,0.315742354335923,0.331,0.163,1.89159384917538e-47,"6","DDOST"
"PRDX2",1.24878800879969e-51,0.34086039553993,0.39,0.2,2.04326693999805e-47,"6","PRDX2"
"GOLGB1",1.7747493788108e-50,0.289620035385803,0.257,0.1,2.90384493361022e-46,"6","GOLGB1"
"JUND",1.87536520531663e-50,0.412587366207516,0.265,0.117,3.06847254893907e-46,"6","JUND"
"NAP1L1",4.73351328784596e-50,-0.45435714165311,0.337,0.525,7.74497444157355e-46,"6","NAP1L1"
"TRAF3IP3",4.84121984960593e-50,-0.270387353595798,0.059,0.218,7.92120391792522e-46,"6","TRAF3IP3"
"SLA",5.19486813016045e-50,-0.300855057832293,0.066,0.228,8.49984323456853e-46,"6","SLA"
"S100A9",9.74865252070568e-50,0.303280667462345,0.224,0.083,1.59507452543786e-45,"6","S100A9"
"LCN2",1.12387765485868e-49,0.583436263757214,0.307,0.133,1.83888861887977e-45,"6","LCN2"
"NDUFC2",1.4295660136472e-49,0.376934424026406,0.445,0.244,2.33905591152954e-45,"6","NDUFC2"
"TM4SF1",2.1182255768456e-49,0.326031653015817,0.301,0.129,3.46584068883477e-45,"6","TM4SF1"
"NOP53",2.43017346060623e-49,-0.482922248535851,0.438,0.601,3.97624981624392e-45,"6","NOP53"
"AKAP9",3.00162601122173e-49,0.368529330782932,0.424,0.24,4.911260479561e-45,"6","AKAP9"
"KRT8",7.14898035515903e-49,0.382036779159992,0.348,0.165,1.16971616571112e-44,"6","KRT8"
"DYNLL1",1.68399494720327e-48,0.366850180505097,0.566,0.354,2.755352532614e-44,"6","DYNLL1"
"PSENEN",2.32070772753579e-48,0.282828716603295,0.274,0.116,3.79714198379406e-44,"6","PSENEN"
"JTB",4.06018962242151e-48,0.352780051463792,0.468,0.277,6.64328226020607e-44,"6","JTB"
"COX7A2",1.85762018892671e-47,0.437829529407704,0.673,0.519,3.03943815312189e-43,"6","COX7A2"
"SLPI",6.10407397801657e-47,0.364176431861923,0.225,0.084,9.98748584283071e-43,"6","SLPI"
"ROMO1",1.4368897141098e-46,0.344115011861259,0.376,0.193,2.35103895022646e-42,"6","ROMO1"
"KRT19",4.07477524316527e-46,0.551050721686377,0.353,0.176,6.66714725286702e-42,"6","KRT19"
"ACTA2",8.76718758806482e-46,0.356802781810413,0.289,0.141,1.43448723315917e-41,"6","ACTA2"
"CCN2",2.48071985861093e-45,0.267952682366973,0.222,0.083,4.05895383265921e-41,"6","CCN2"
"ID2",2.73535966209757e-45,-0.539979812097014,0.162,0.327,4.47559547912404e-41,"6","ID2"
"BSG",4.0009724201384e-45,0.380395969884245,0.409,0.227,6.54639107383044e-41,"6","BSG"
"LMNA",4.47894820323257e-45,0.316934429575803,0.281,0.121,7.32845505012913e-41,"6","LMNA"
"CTRB2",7.16639556142869e-45,0.354176139340821,0.349,0.197,1.17256564176096e-40,"6","CTRB2"
"CCND3",1.20869012355618e-44,-0.279039848796587,0.096,0.264,1.97765878016262e-40,"6","CCND3"
"FOSB",1.22417607998533e-44,0.255488960919837,0.216,0.078,2.002996902072e-40,"6","FOSB"
"REG1A",1.8079236147023e-44,0.250136785140025,0.386,0.215,2.9581246183759e-40,"6","REG1A"
"AURKAIP1",2.46059941342446e-44,0.317548534301945,0.362,0.188,4.0260327602451e-40,"6","AURKAIP1"
"OS9",2.68457008918743e-44,0.260402135960452,0.246,0.102,4.39249357992847e-40,"6","OS9"
"SPINT2",1.06003344620278e-43,0.443194539194652,0.292,0.133,1.734426724677e-39,"6","SPINT2"
"SARAF",1.06238410559263e-43,-0.43750421750176,0.43,0.572,1.73827287357066e-39,"6","SARAF"
"POLR2L",1.33538913443618e-43,0.393911998550297,0.534,0.355,2.18496370176447e-39,"6","POLR2L"
"ATP5MC1",8.93797427097651e-43,0.28920929581334,0.351,0.18,1.46243135021718e-38,"6","ATP5MC1"
"MORF4L2",9.22755533754674e-43,0.255468882280019,0.268,0.116,1.5098126043294e-38,"6","MORF4L2"
"CLDN4",1.3080588117225e-42,0.305600357584151,0.201,0.072,2.14024582774035e-38,"6","CLDN4"
"CHST12",1.78703318170971e-42,-0.526997111944055,0.527,0.681,2.92394369191343e-38,"6","CHST12"
"FXYD5",3.00613970305728e-42,-0.390263384605082,0.318,0.508,4.91864578214232e-38,"6","FXYD5"
"ELF1",3.2240825191086e-42,-0.292156627393222,0.113,0.274,5.2752438177655e-38,"6","ELF1"
"NPM1",4.64995907823403e-42,-0.406785262523212,0.579,0.724,7.60826304380652e-38,"6","NPM1"
"TSPAN3",1.44524416904802e-41,0.257602370518234,0.215,0.082,2.36470850939636e-37,"6","TSPAN3"
"GADD45B",1.8847197129693e-41,0.278744854817108,0.259,0.111,3.08377839436038e-37,"6","GADD45B"
"CLU",6.11426514447847e-41,0.420442866090559,0.246,0.104,1.00041606293957e-36,"6","CLU"
"COL1A2",9.52894658828698e-41,0.388001727929243,0.314,0.164,1.55912624077552e-36,"6","COL1A2"
"IER3",1.0244581486411e-40,0.271033684882759,0.207,0.08,1.67621842280656e-36,"6","IER3"
"MT2A",1.36170519053855e-40,0.504551820419735,0.731,0.556,2.22802203275918e-36,"6","MT2A"
"AUP1",1.78693071634561e-40,0.251552313726035,0.286,0.132,2.92377603808469e-36,"6","AUP1"
"PRDM1",2.47008122569461e-40,0.293772975465742,0.313,0.158,4.04154690148152e-36,"6","PRDM1"
"CD9",2.51329925424548e-40,0.306096538267765,0.29,0.135,4.11226023979645e-36,"6","CD9"
"PSME2",3.52327534529252e-40,0.369378039350931,0.489,0.323,5.76478311996763e-36,"6","PSME2"
"IER2",5.24301932130528e-40,0.36923919293409,0.368,0.207,8.5786282135197e-36,"6","IER2"
"GUK1",1.10414829436501e-39,0.35401402226583,0.566,0.384,1.80660743924003e-35,"6","GUK1"
"LUM",1.34731210039455e-39,0.40424992923486,0.307,0.152,2.20447205866557e-35,"6","LUM"
"UCP2",2.37925977493814e-39,-0.333299003217423,0.129,0.284,3.89294484375379e-35,"6","UCP2"
"PABPC1",2.48744969255451e-39,-0.430171836103153,0.495,0.633,4.0699651869577e-35,"6","PABPC1"
"ATP5IF1",4.8272609783479e-39,0.35026764208404,0.519,0.34,7.89836441277283e-35,"6","ATP5IF1"
"GBP4",7.69921239146208e-39,-0.304385717917116,0.147,0.313,1.25974513149103e-34,"6","GBP4"
"NDUFB4",3.30151866563573e-38,0.332944003481949,0.484,0.304,5.40194484071318e-34,"6","NDUFB4"
"UQCRH",6.74494886237237e-38,0.37666561778673,0.628,0.463,1.10360853286137e-33,"6","UQCRH"
"NDUFA2",1.55683465699097e-37,0.273597851729436,0.392,0.222,2.54729286576863e-33,"6","NDUFA2"
"KRT18",2.2190331909159e-37,0.340160243720062,0.277,0.13,3.63078210697659e-33,"6","KRT18"
"AGR2",2.48309533702511e-37,0.281428063487125,0.202,0.079,4.06284059044048e-33,"6","AGR2"
"NDUFA11",3.09534569254688e-37,0.323457322426828,0.487,0.311,5.0646046221452e-33,"6","NDUFA11"
"CAPZB",4.19191533750196e-37,-0.280528930222287,0.197,0.375,6.8588118752207e-33,"6","CAPZB"
"MYL12B",5.50974234153805e-37,-0.359277117057116,0.436,0.614,9.01504041922457e-33,"6","MYL12B"
"SFRP2",6.60472865827639e-37,0.323876621598266,0.241,0.12,1.08066570306718e-32,"6","SFRP2"
"JUNB",8.36376620649543e-37,0.342266120769598,0.531,0.347,1.36847942670678e-32,"6","JUNB"
"ARPC1B",1.10578064855519e-36,-0.350699758905372,0.237,0.409,1.80927829716601e-32,"6","ARPC1B"
"SLC3A2",1.39603912335872e-36,0.27697653934579,0.274,0.139,2.28419921363954e-32,"6","SLC3A2"
"COX6B1",2.01435583368059e-36,0.377959445818961,0.708,0.55,3.29588901506819e-32,"6","COX6B1"
"LRPAP1",4.45099286122402e-36,0.277315596223502,0.259,0.133,7.28271451953474e-32,"6","LRPAP1"
"IFI16",6.09327502936114e-36,-0.293871980318557,0.172,0.34,9.9698166030407e-32,"6","IFI16"
"LDHB",6.11924367699149e-36,-0.382238379708868,0.274,0.434,1.00123065042935e-31,"6","LDHB"
"DSTN",8.14385624495866e-36,0.320570156298722,0.377,0.211,1.33249775880014e-31,"6","DSTN"
"SNU13",8.95100575020897e-36,0.303140334347018,0.49,0.32,1.46456356084919e-31,"6","SNU13"
"NDUFS6",9.47976022566565e-36,0.287942864874539,0.367,0.211,1.55107836812341e-31,"6","NDUFS6"
"LEPROTL1",9.98578164172036e-36,-0.306028252544414,0.14,0.29,1.63387359221828e-31,"6","LEPROTL1"
"COX17",2.03703132373548e-35,0.278772658174485,0.405,0.234,3.33299065189599e-31,"6","COX17"
"ANXA2",3.66782481795515e-35,0.397827555224075,0.525,0.351,6.00129496713821e-31,"6","ANXA2"
"TF",8.02492461425367e-35,-0.348300721121258,0.322,0.497,1.31303816538418e-30,"6","TF"
"COL3A1",8.45689625158627e-35,0.371907432529131,0.32,0.182,1.38371736468455e-30,"6","COL3A1"
"GNG5",9.24836442633624e-35,0.310458921836613,0.459,0.286,1.51321738743714e-30,"6","GNG5"
"CYSTM1",1.67174410260672e-34,0.298681801213997,0.284,0.14,2.73530770068511e-30,"6","CYSTM1"
"EDF1",3.04531150762831e-34,0.330688487162106,0.67,0.513,4.98273868878143e-30,"6","EDF1"
"ACTR3",3.3996487143327e-34,-0.286970026218297,0.159,0.318,5.56250522639116e-30,"6","ACTR3"
"CD74",4.09032953856083e-34,-0.434225659512012,0.94,0.816,6.69259719099324e-30,"6","CD74"
"CFLAR",6.78245557027204e-34,0.296331005179795,0.392,0.235,1.10974538040791e-29,"6","CFLAR"
"EIF3E",7.28171081114757e-34,-0.369723311899908,0.409,0.554,1.19143352291997e-29,"6","EIF3E"
